question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Qaysi transport vositasining xaydovchisi birinchi navbatda harakatlanish huquqiga ega?,Қайси транспорт воситасининг хайдовчиси биринчи навбатда ҳаракатланиш ҳуқуқига ега?,"{""Yuk avtomobili haydovchisi"",""Avtobus haydovchisi""}","{""Юк автомобили ҳайдовчиси"",""Автобус ҳайдовчиси""}",0,https://ptest.uz/images/d64b32b4-f5f2-48dc-89fb-65aff6ecdabe.webp,3-BILET,300,,,,
Bu yo'l belgisi bildiradi:,Бу ёл белгиси билдиради:,"{""Belgida ko'rsatilgandan ortiq yuk ko'taruvchi yuk avtomobillari va transport vositalari tarkibi (tirkamali yuk avtomobillari)ning harakat qilishi taqiqlanadi."",""Umumiy haqiqiy vazni (yo'lovchilar va yuk vaznini qushgan holda) belgida ko'rsatilgandan ortiq bo'lgan transport vositalari, shu jumladan-tirkamali transport vositalarining harakat qilishi taqiqlanadi.""}","{""Белгида кўрсатилгандан ортиқ юк кўтарувчи юк автомобиллари ва транспорт воситалари таркиби (тиркамали юк автомобиллари)нинг ҳаракат қилиши тақиқланади."",""Умумий ҳақиқий вазни (ёловчилар ва юк вазнини қушган ҳолда) белгида кўрсатилгандан ортиқ бўлган транспорт воситалари, шу жумладан-тиркамали транспорт воситаларининг ҳаракат қилиши тақиқланади.""}",1,https://ptest.uz/images/a1b8ba09-804f-41d8-96a7-7e6cf9a77878.webp,3-BILET,300,,,,
Qaysi holda qoidalar ogohlantirish ishorasini berishni talab kilmaydi?,Қайси ҳолда қоидалар огоҳлантириш ишорасини беришни талаб килмайди?,"{""Qatnov qismining chekkasida to'xtash oldidan"",""\""?????? ???????\"" belgisi bilan belgilangan yo'lning egri burilish joyi oldidan."",""Qo'shni harakat bo'lagiga o'tish oldidan.""}","{""Қатнов қисмининг чеккасида тўхташ олдидан"",""\""?????? ???????\"" белгиси билан белгиланган ёлнинг егри бурилиш жойи олдидан."",""Қўшни ҳаракат бўлагига ўтиш олдидан.""}",1,https://postimg.cc/Dmfk0bYv,3-BILET,300,,,,
Belgilangan yo'nalish bo'ylab ketayotgan avtobus haydovchi ushbu sharoitda yo'l berishi kerakmi?,Белгиланган ёналиш бўйлаб кетаётган автобус ҳайдовчи ушбу шароитда ёл бериши керакми?,"{""Kerak."",""Kerak emas."",""Kerak emas, chunki u to'g'riga ketayapti""}","{""Керак."",""Керак емас."",""Керак емас, чунки у тўғрига кетаяпти""}",0,https://ptest.uz/images/b17f2ed4-a0ed-4974-8fac-573a3b5459f6.webp,3-BILET,300,,,,
Siz balandlikda svetoforning ruxsat beruvchi ishorasini ko'tib to'xtadingiz. Bunda avtomobilni joyida to'tib turishning eng yaxshi usuli:,Сиз баландликда светофорнинг рухсат берувчи ишорасини кўтиб тўхтадингиз. Бунда автомобилни жойида тўтиб туришнинг енг яхши усули:,"{""To'xtab turish tormozi bilan"",""Birinchi uzatma ulangan holda ulovchini joydan jilmay aylantirish hisobiga"","". Yurgizgich o'chirilib, past uzatma ulangan holda"",""Ishchi tormoz bilan""}","{""Тўхтаб туриш тормози билан"",""Биринчи узатма уланган ҳолда уловчини жойдан жилмай айлантириш ҳисобига"","". Юргизгич ўчирилиб, паст узатма уланган ҳолда"",""Ишчи тормоз билан""}",0,https://postimg.cc/Dmfk0bYv,3-BILET,300,,,,
Qaysi hollarda velosipedchilarga qatnov qismining o'ng chekkasidan chiqishga yo'l qo'yiladi?,Қайси ҳолларда велосипедчиларга қатнов қисмининг ўнг чеккасидан чиқишга ёл қўйилади?,"{""Yuk ortib ketayotganda"",""Ruxsat etilgan hollarda chapga burilish yoki orqaga qaytish uchun"","". Ikkala sanab o'tilgan hollarda""}","{""Юк ортиб кетаётганда"",""Рухсат етилган ҳолларда чапга бурилиш ёки орқага қайтиш учун"","". Иккала санаб ўтилган ҳолларда""}",1,https://postimg.cc/Dmfk0bYv,3-BILET,300,,,,
Tirkamali engil avtomobillarga yo'lning shunday yo'l belgisi o'rnatilgan qismida qanday eng katta tezlik bilan harakatlanishga ruxsat etiladi?,Тиркамали енгил автомобилларга ёлнинг шундай ёл белгиси ўрнатилган қисмида қандай енг катта тезлик билан ҳаракатланишга рухсат етилади?,"{""60 km/c"",""70 km/c"",""80 km/c"",""100 km/c"",""110 km/c""}","{""60 км/c"",""70 км/c"",""80 км/c"",""100 км/c"",""110 км/c""}",2,https://ptest.uz/images/0b872b1d-5173-4096-8c2f-757108c93cb8.webp,3-BILET,300,,,,
Qaysi belgi transport vositalarining belgida ko'rsatilgandan kam oraliq masofada harakatlanishini taqiqlaydi?,Қайси белги транспорт воситаларининг белгида кўрсатилгандан кам оралиқ масофада ҳаракатланишини тақиқлайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",2,https://ptest.uz/images/cb163cdc-4d99-45ba-9a70-4b15acfe200b.webp,3-BILET,300,,,,
Mazkur holatda avtobus to'g'riga harakatlansa chorrahaga kirishiga ruxsat etiladimi?,Мазкур ҳолатда автобус тўғрига ҳаракатланса чорраҳага киришига рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Agar avtobus belgilangan yo'nalish bo'yicha harakatlanayotgan bo'lsa ruxsat etiladi""}","{""Рухсат етилади"",""Тақиқланади"",""Агар автобус белгиланган ёналиш бўйича ҳаракатланаётган бўлса рухсат етилади""}",1,https://ptest.uz/images/9df6003a-876b-4157-a1a0-adf820795720.webp,3-BILET,300,,,,
Chorrahada aylanma harakatlanish tashqil qilingan. Siz yaqinlashib kelayotgan chorrahaning qatnov qismi ikkita harakat bo'lagiga ega. Chorrahaga kirishda burilish uchun Siz qaysi bo'lakni egallashingiz lozim?,Чорраҳада айланма ҳаракатланиш ташқил қилинган. Сиз яқинлашиб келаётган чорраҳанинг қатнов қисми иккита ҳаракат бўлагига ега. Чорраҳага киришда бурилиш учун Сиз қайси бўлакни егаллашингиз лозим?,"{""O'ng bo'lakni"",""Chap bo'lakni"",""O'ng yoki chap bo'lakni""}","{""Ўнг бўлакни"",""Чап бўлакни"",""Ўнг ёки чап бўлакни""}",2,https://postimg.cc/Dmfk0bYv,3-BILET,300,,,,
Bu belgilar aholi yashaydigan joylarda havfli yo'l qismi boshlanishidan qancha masofada o'rnatiladi?,Бу белгилар аҳоли яшайдиган жойларда ҳавфли ёл қисми бошланишидан қанча масофада ўрнатилади?,"{""15-25 m"",""25-50 m"",""50-100 m"",""100-150 m"",""150-300 m""}","{""15-25 м"",""25-50 м"",""50-100 м"",""100-150 м"",""150-300 м""}",2,https://ptest.uz/images/ced2ae2c-b9e5-4ab9-9f00-95e6e33a8c86.webp,3-BILET,300,,,,
Sanab o'tilgan hollarning qaysi birida qoidalar haydovchi o'zining transport vositasini ichki ishlar xodimi ixtiyoriga berishi shart?,Санаб ўтилган ҳолларнинг қайси бирида қоидалар ҳайдовчи ўзининг транспорт воситасини ички ишлар ходими ихтиёрига бериши шарт?,"{""Barcha holatlarda"",""Kechiktirib bo'lmaydigan xizmat vazifalarini bajarish uchun"",""Ish joyiga borish uchun""}","{""Барча ҳолатларда"",""Кечиктириб бўлмайдиган хизмат вазифаларини бажариш учун"",""Иш жойига бориш учун""}",1,https://postimg.cc/Dmfk0bYv,3-BILET,300,,,,
Piyodalarga yo'lni piyodalar o'tish joyidan tashqarida kesib o'tishga ruxsat etiladimi?,Пиёдаларга ёлни пиёдалар ўтиш жойидан ташқарида кесиб ўтишга рухсат етиладими?,"{""Ruxsat etiladi."","". Yo'lning qatnov qismi chetiga to'g'ri burchak ostida, uning ikkala tomoni yaxshi ko'rinib turadigan, ko'rinish masofasida o'tish joyi yoki chorraha bo'lmasa, ajratuvchi bo'laksiz va to'siqsiz yo'llarda kesib o'tish ruxsat etiladi."","". Taqiqlanadi.""}","{""Рухсат етилади."","". Ёлнинг қатнов қисми четига тўғри бурчак остида, унинг иккала томони яхши кўриниб турадиган, кўриниш масофасида ўтиш жойи ёки чорраҳа бўлмаса, ажратувчи бўлаксиз ва тўсиқсиз ёлларда кесиб ўтиш рухсат етилади."","". Тақиқланади.""}",1,https://postimg.cc/Dmfk0bYv,3-BILET,300,,,,
Tartibga soluvchining mazkur ishorasi qo'yidagini bildiradi:,Тартибга солувчининг мазкур ишораси қўйидагини билдиради:,"{""Ko'k, yashil avtomobillarga harakatlanishga ruxsat etiladi. Qizil, sariq, oq avtomobillarga taqiqlanadi"",""Ko'k, qizil, yashil avtomobillarga harakatlanishga ruxsat etiladi. Sariq, oq avtomobillarga taqiqlanadi""}","{""Кўк, яшил автомобилларга ҳаракатланишга рухсат етилади. Қизил, сариқ, оқ автомобилларга тақиқланади"",""Кўк, қизил, яшил автомобилларга ҳаракатланишга рухсат етилади. Сариқ, оқ автомобилларга тақиқланади""}",1,https://ptest.uz/images/504363cd-43c1-4a5f-80f1-5b46a6b42802.webp,3-BILET,300,,,,
Agar g'ildiraklardagi tortish kuchi yo'l bilan tishlashish kuchidan ortiq bo'lsa:,Агар ғилдираклардаги тортиш кучи ёл билан тишлашиш кучидан ортиқ бўлса:,"{""Yurgizgich o'chib qoladi"",""Ulagich detallarining emirilishi ortadi"",""Etakchi g'ildiraklar o'rnidan jilmay aylanadi""}","{""Юргизгич ўчиб қолади"",""Улагич деталларининг емирилиши ортади"",""Етакчи ғилдираклар ўрнидан жилмай айланади""}",2,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
"Qaysi belgi ""T"" simon chorrahada harakatlanish yo'nalishini ko'rsatadi?","Қайси белги ""Т"" симон чорраҳада ҳаракатланиш ёналишини кўрсатади?","{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",1,https://ptest.uz/images/4c67bf85-3cac-4d46-b085-b2fbcca80606.webp,4-BILET,300,,,,
Qanday hollarda transport vositalaridan foydalanishga ruxsat etiladi?,Қандай ҳолларда транспорт воситаларидан фойдаланишга рухсат етилади?,"{""Qo'shaloq shinalar orasiga xavf-xatar tug'diruvchi begona qismlar qisilib, tiqilib qolganda"",""Shina o'lchamlari yoki cheklangan og'irlik transport vositasining turiga mos kelmaydi"",""M1, M2, M3 toifali 1 klass avtotransport vositalarining oldingi o'qiga 1 klassda tamirlangan shinalar qo'yilgan"",""Barcha sanab o'tilganlarda hollarda ruxsat etiladi""}","{""Қўшалоқ шиналар орасига хавф-хатар туғдирувчи бегона қисмлар қисилиб, тиқилиб қолганда"",""Шина ўлчамлари ёки чекланган оғирлик транспорт воситасининг турига мос келмайди"",""М1, М2, М3 тоифали 1 класс автотранспорт воситаларининг олдинги ўқига 1 классда тамирланган шиналар қўйилган"",""Барча санаб ўтилганларда ҳолларда рухсат етилади""}",2,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Kunduzgi vaqtda yaqinni yorituvchi fara chirog'ini yoqish ogohlantirish ishorasi bo'ladimi?,Кундузги вақтда яқинни ёритувчи фара чироғини ёқиш огоҳлантириш ишораси бўладими?,"{""Bo'ladi"",""Bo'lmaydi""}","{""Бўлади"",""Бўлмайди""}",0,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Belgilangan yo'nalish bo'yicha harakatlanayotgan yo'nalishli transport vositalarining haydovchilari piyodalar o'tish joyidan tashqarida oq xassa bilan ishora berayotgan ko'zi ojiz piyodalarni o'tkazib yuborishlari kerakmi?,Белгиланган ёналиш бўйича ҳаракатланаётган ёналишли транспорт воситаларининг ҳайдовчилари пиёдалар ўтиш жойидан ташқарида оқ хасса билан ишора бераётган кўзи ожиз пиёдаларни ўтказиб юборишлари керакми?,"{""Barcha hollarda o'tkazib yuborishlari kerak"",""O'tkazib yuborishlari kerak emas""}","{""Барча ҳолларда ўтказиб юборишлари керак"",""Ўтказиб юборишлари керак емас""}",0,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Harakatlanish kimga ruxsat etilgan?,Ҳаракатланиш кимга рухсат етилган?,"{""Barcha transport vositalariga"",""Motosiklga"",""Avtomobil va motosiklga""}","{""Барча транспорт воситаларига"",""Мотосиклга"",""Автомобил ва мотосиклга""}",1,https://ptest.uz/images/0673d4df-6396-4c9a-96f1-a04401274540.webp,4-BILET,300,,,,
"Agar transport vositasi o'lchamlari kattaligidan yoki boshqa sabablarga ko'ra chetki holatda burilishni bajara olmagan bo'lsa, bu qoidadan chetga chiqqan holda burilishga yo'l qo'yiladimi?","Агар транспорт воситаси ўлчамлари катталигидан ёки бошқа сабабларга кўра четки ҳолатда бурилишни бажара олмаган бўлса, бу қоидадан четга чиққан ҳолда бурилишга ёл қўйиладими?","{""Yo'l qo'yilmaydi"",""Yo'l qo'yiladi, agar bu boshqa transport vositalariga xalaqit bermasa, harakat xavfsizligini taminlab, talablardan chetka chiqishi mumkin"",""Aholi punktidan tashqaridagi yo'llarda yo'l qo'yiladi"",""Yo'l qo'yiladi, lekin faqat chorrahada emas""}","{""Ёл қўйилмайди"",""Ёл қўйилади, агар бу бошқа транспорт воситаларига халақит бермаса, ҳаракат хавфсизлигини таминлаб, талаблардан четка чиқиши мумкин"",""Аҳоли пунктидан ташқаридаги ёлларда ёл қўйилади"",""Ёл қўйилади, лекин фақат чорраҳада емас""}",1,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Transport vositalari chorrahadan quyidagi tartibda o'tadilar:,Транспорт воситалари чорраҳадан қуйидаги тартибда ўтадилар:,"{""Motosikl, tramvay va avtomobil"",""Tramvay, motosikl, avtomobil"",""Tramvay va avtomobil, motosikl""}","{""Мотосикл, трамвай ва автомобил"",""Трамвай, мотосикл, автомобил"",""Трамвай ва автомобил, мотосикл""}",0,https://ptest.uz/images/978db64e-7b77-443a-afa8-9dc603de676e.webp,4-BILET,300,,,,
Bu joyda quvib o'tishga ruxsat beriladimi?,Бу жойда қувиб ўтишга рухсат бериладими?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Agar quvib o'tilayotgan transportning tezligi 40 km/s dan kam bo'lsa ruxsat etiladi""}","{""Рухсат етилади"",""Тақиқланади"",""Агар қувиб ўтилаётган транспортнинг тезлиги 40 км/с дан кам бўлса рухсат етилади""}",0,https://ptest.uz/images/4777e12f-9cc9-4da1-aa33-44161077804b.webp,4-BILET,300,,,,
Transport vositalari chorrahadan quyidagi tartibda o'tadilar,Транспорт воситалари чорраҳадан қуйидаги тартибда ўтадилар,"{""Tramvay, avtobus, engil avtomobil"",""Avtobus, engil avtomobil, tramvay"",""Engil avtomobil, tramvay, avtobus""}","{""Трамвай, автобус, енгил автомобил"",""Автобус, енгил автомобил, трамвай"",""Енгил автомобил, трамвай, автобус""}",0,https://ptest.uz/images/cb475309-676f-4bc1-8c17-644b213f8395.webp,4-BILET,300,,,,
Shatakka olingan avtomobilda odamlarni tashishga ruxsat etiladimi?,Шатакка олинган автомобилда одамларни ташишга рухсат етиладими?,"{""Avtobusda ruxsat etiladi"",""Engil avtomobilda ruxsat etiladi"",""Qattiq ulagichda shatakka olingan yuk avtomobili yukxonasida ruxsat etiladi""}","{""Автобусда рухсат етилади"",""Енгил автомобилда рухсат етилади"",""Қаттиқ улагичда шатакка олинган юк автомобили юкхонасида рухсат етилади""}",1,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Qaysi yo'nalishda harakatlanishga ruxsat etiladi?,Қайси ёналишда ҳаракатланишга рухсат етилади?,"{""Faqat chapga"",""To'g'riga va o'ngga"",""Faqat o'ngga"",""Faqat to'g'riga""}","{""Фақат чапга"",""Тўғрига ва ўнгга"",""Фақат ўнгга"",""Фақат тўғрига""}",0,https://ptest.uz/images/033ab8a2-45fa-4ce3-8afb-de4f79c6791c.webp,4-BILET,300,,,,
Qaysi javobda ruxsat etilgan harakatlanish yo'nalishlari to'g'ri ko'rsatilgan?,Қайси жавобда рухсат етилган ҳаракатланиш ёналишлари тўғри кўрсатилган?,"{""\"" ? \"""",""\"" ? \"""",""\"" ? \"""",""\"" ? \"" va \"" ? \"""",""\"" ? \"" va \"" ? \""""}","{""\"" ? \"""",""\"" ? \"""",""\"" ? \"""",""\"" ? \"" ва \"" ? \"""",""\"" ? \"" ва \"" ? \""""}",3,https://ptest.uz/images/8e2441e6-8d1a-416c-9b12-68a4615c1076.webp,4-BILET,300,,,,
Qaysi javobda yo'lovchilar uchun chiqish va tushish maydonchasi bo'lmagan sharoitdagi joylar to'liq ko'rsatilgan?,Қайси жавобда ёловчилар учун чиқиш ва тушиш майдончаси бўлмаган шароитдаги жойлар тўлиқ кўрсатилган?,"{"". Qatnov qismi yoki trotuar tomonidan"",""Trotuar tomonidan"",""Yo'l yoqasida yoki qatnov qismi tomonidan"",""Trotuarda yoki yo'l yoqasi tomonidan""}","{"". Қатнов қисми ёки тротуар томонидан"",""Тротуар томонидан"",""Ёл ёқасида ёки қатнов қисми томонидан"",""Тротуарда ёки ёл ёқаси томонидан""}",3,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Velosipedchilarda trotuarda harakatlanishga ruxsat etiladimi?,Велосипедчиларда тротуарда ҳаракатланишга рухсат етиладими?,"{""Ruxsat etiladi"",""Piyodalar bo'lmaganda ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Пиёдалар бўлмаганда рухсат етилади"",""Тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Ushbu yo'l belgisi qo'shimcha axborot belgisi bilan nimani bildiradi?,Ушбу ёл белгиси қўшимча ахборот белгиси билан нимани билдиради?,"{""Ruxsat etilgan to'la vazni 3,5 t dan ortiq transport vositalarining to'xtab turish joyi ko'rsatkich qatnov qismining chetida baland to'siq, toshi borligini bildiradi"",""Transport vositalarining to'xtab turish joyiga avtomobilni ko'rsatilgan usulda qo'yish taqiqlanadi"",""Engil avtomobillar va motosikllarni to'xtab turishga qo'yish joyi va usuli""}","{""Рухсат етилган тўла вазни 3,5 т дан ортиқ транспорт воситаларининг тўхтаб туриш жойи кўрсаткич қатнов қисмининг четида баланд тўсиқ, тоши борлигини билдиради"",""Транспорт воситаларининг тўхтаб туриш жойига автомобилни кўрсатилган усулда қўйиш тақиқланади"",""Енгил автомобиллар ва мотосиклларни тўхтаб туришга қўйиш жойи ва усули""}",2,https://ptest.uz/images/7a9c6f19-b031-4c97-9ca5-8cd09c5097ae.webp,4-BILET,300,,,,
Qaysi transport vositalariga harakatlanish ruxsat etiladi?,Қайси транспорт воситаларига ҳаракатланиш рухсат етилади?,"{""Yashil, ko'k va qora avtomobillarga"",""Qizil, sariq va yashil avtomobillarga"",""Yashil, ko'k va qizil""}","{""Яшил, кўк ва қора автомобилларга"",""Қизил, сариқ ва яшил автомобилларга"",""Яшил, кўк ва қизил""}",2,https://ptest.uz/images/41286de3-625e-4491-8916-4e16c58d4c4a.webp,4-BILET,300,,,,
Qattiq ulagich transport vositalari orasida qanchadan ortiq bo'lmagan masofani taminlashi kerak?,Қаттиқ улагич транспорт воситалари орасида қанчадан ортиқ бўлмаган масофани таминлаши керак?,"{""2 m"",""3 m"",""4 m"",""5 m"",""6 m""}","{""2 м"",""3 м"",""4 м"",""5 м"",""6 м""}",2,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
"Oldida transport vositasi to'xtab turgan tartibga solinmaydigan piyodalar o'tish joyiga yaqinlashib kelmoqdasiz, Siz nima qilishingiz kerak?","Олдида транспорт воситаси тўхтаб турган тартибга солинмайдиган пиёдалар ўтиш жойига яқинлашиб келмоқдасиз, Сиз нима қилишингиз керак?","{""Piyodalar o'tish joyidan o'tish"",""Piyodalar o'tish joyidan to'xtamasdan o'tish, lekin alohida ehtiyotkorlik bilan"",""Harakatni davom ettirish, lekin to'xtab turgan transport vositasi oldida piyodalar yo'qligiga ishonch hosil qilgan holda"",""Albatta to'xtash, piyodalar paydo bo'lsa, ularni o'tkazib yuborish""}","{""Пиёдалар ўтиш жойидан ўтиш"",""Пиёдалар ўтиш жойидан тўхтамасдан ўтиш, лекин алоҳида еҳтиёткорлик билан"",""Ҳаракатни давом еттириш, лекин тўхтаб турган транспорт воситаси олдида пиёдалар ёқлигига ишонч ҳосил қилган ҳолда"",""Албатта тўхташ, пиёдалар пайдо бўлса, уларни ўтказиб юбориш""}",2,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Qanday hollarda quvib o'tish taqiqlanadi?,Қандай ҳолларда қувиб ўтиш тақиқланади?,"{""Tartibga solingan chorrahalarda"",""Tartibga solinmagan chorrahalardagi asosiy bo'lib hisoblanmaydigan yo'llarda"",""Teng ahamiyatga ega bo'lgan chorrahalarda"",""Hamma sanab o'tilgan hollarda""}","{""Тартибга солинган чорраҳаларда"",""Тартибга солинмаган чорраҳалардаги асосий бўлиб ҳисобланмайдиган ёлларда"",""Тенг аҳамиятга ега бўлган чорраҳаларда"",""Ҳамма санаб ўтилган ҳолларда""}",3,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Agar g'ildiraklardagi tortish kuchi yo'l bilan tishlashish kuchidan ortiq bo'lsa:,Агар ғилдираклардаги тортиш кучи ёл билан тишлашиш кучидан ортиқ бўлса:,"{""Yurgizgich o'chib qoladi"",""Ulagich detallarining emirilishi ortadi"",""Etakchi g'ildiraklar o'rnidan jilmay aylanadi""}","{""Юргизгич ўчиб қолади"",""Улагич деталларининг емирилиши ортади"",""Етакчи ғилдираклар ўрнидан жилмай айланади""}",2,https://postimg.cc/Dmfk0bYv,4-BILET,300,,,,
Bu erda quvib o'tishga ruxsat beriladimi?,Бу ерда қувиб ўтишга рухсат бериладими?,"{""Ruxsat beriladi"",""Taqiqlanadi""}","{""Рухсат берилади"",""Тақиқланади""}",1,https://ptest.uz/images/f6225ebe-b269-479e-8794-6be89b0d17e1.webp,5-BILET,300,,,,
Chorrahadan ikkinchi bo'lib kim o'tadi?,Чорраҳадан иккинчи бўлиб ким ўтади?,"{""Tramvay"",""Qizil avtomobil"",""Ko'k avtomobil""}","{""Трамвай"",""Қизил автомобил"",""Кўк автомобил""}",0,https://ptest.uz/images/b686951f-821c-4d0d-b373-d6f28e66f33f.webp,5-BILET,300,,,,
Transport vositalari chorrahadan quyidagi tartibda o'tadilar:,Транспорт воситалари чорраҳадан қуйидаги тартибда ўтадилар:,"{""Qizil avtomobil, tramvay, yashil, ko'k avtomobil"",""Tramvay, qizil, ko'k, yashil avtomobil"",""Tramvay, qizil, yashil, ko'k avtomobil""}","{""Қизил автомобил, трамвай, яшил, кўк автомобил"",""Трамвай, қизил, кўк, яшил автомобил"",""Трамвай, қизил, яшил, кўк автомобил""}",2,https://ptest.uz/images/4adca477-a404-43ed-898b-f0d43734efdb.webp,5-BILET,300,,,,
Boshqarishni o'rgatishdagi transport vositasi qanday jihozlangan bo'lishi kerak?,Бошқаришни ўргатишдаги транспорт воситаси қандай жиҳозланган бўлиши керак?,"{""Qoidalarning talablariga asosan taniqlik belgilari bilan"",""Ilashma va ishchi tormozning qo'shimcha tepkilari bilan"",""O'rgatuvchi uchun orqani ko'rsatuvchi ko'zgu bilan"",""Sanab o'tilgan barcha jihozlar va belgilar bilan""}","{""Қоидаларнинг талабларига асосан таниқлик белгилари билан"",""Илашма ва ишчи тормознинг қўшимча тепкилари билан"",""Ўргатувчи учун орқани кўрсатувчи кўзгу билан"",""Санаб ўтилган барча жиҳозлар ва белгилар билан""}",3,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
Sanab o'tilgan qaysi holatlarda transport vositasidan foydalanish taqiqlanadi?,Санаб ўтилган қайси ҳолатларда транспорт воситасидан фойдаланиш тақиқланади?,"{""Pnevmatik tormoz yuritmasining manometri ishlamaydi"",""Motosiklning boshqaruv dempferi nosoz"",""M1 toifasidagi transport vositasining rul boshqarmasi lyuft yig'indisi 10 gradusdan ortiq"",""Barcha sanab o'tilgan hollarda""}","{""Пневматик тормоз юритмасининг манометри ишламайди"",""Мотосиклнинг бошқарув демпфери носоз"",""М1 тоифасидаги транспорт воситасининг рул бошқармаси люфт йиғиндиси 10 градусдан ортиқ"",""Барча санаб ўтилган ҳолларда""}",3,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
Ushbu holatda quvib o'tishga ruxsat etiladimi?,Ушбу ҳолатда қувиб ўтишга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Agar quvib o'tilayotgan transport vositasi 40 km/s dan kam tezlik bilan harakatlanayotgan bo'lsa, ruxsat beriladi""}","{""Рухсат етилади"",""Тақиқланади"",""Агар қувиб ўтилаётган транспорт воситаси 40 км/с дан кам тезлик билан ҳаракатланаётган бўлса, рухсат берилади""}",1,https://ptest.uz/images/6670d6e8-bc36-4b58-a656-31f6ab2c6067.webp,5-BILET,300,,,,
"Harakat tezligi ikki marta oshganda, tormozlanish yo'li necha marta ortadi?","Ҳаракат тезлиги икки марта ошганда, тормозланиш ёли неча марта ортади?","{""Tormoz yo'li harakat tezligiga bog'liq emas"",""Uch marta"",""To'rt marta"",""Ikki marta""}","{""Тормоз ёли ҳаракат тезлигига боғлиқ емас"",""Уч марта"",""Тўрт марта"",""Икки марта""}",2,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
Ushbu svetofor qaysi harakatlanishni tartibga solish uchun qo'llanadi?,Ушбу светофор қайси ҳаракатланишни тартибга солиш учун қўлланади?,"{""Qatnov qismining butun kengligi bo'yicha"",""Qatnov qismidagi harakatlanish yo'nalishi qarama-qarshi tomonga o'zgaradigan bo'laklar bo'yicha"",""Faqat belgilangan yo'nalishdagi transport vositalar uchun mo'ljallangan bo'lak bo'yicha""}","{""Қатнов қисмининг бутун кенглиги бўйича"",""Қатнов қисмидаги ҳаракатланиш ёналиши қарама-қарши томонга ўзгарадиган бўлаклар бўйича"",""Фақат белгиланган ёналишдаги транспорт воситалар учун мўлжалланган бўлак бўйича""}",1,https://ptest.uz/images/3cb847e0-d3ee-4a78-b2b4-36e310a9e6fd.webp,5-BILET,300,,,,
Avtomobillarga qaysi yo'nalishda harakatlanishga ruxsat etiladi?,Автомобилларга қайси ёналишда ҳаракатланишга рухсат етилади?,"{""Qizil avtomobilga - to'g'riga, ko'k avtomobilga - to'g'riga va chapga"",""Qizil va ko'k avtomobilga - to'g'riga"",""Qizil avtomobilga - to'g'riga, ko'kiga - chapga""}","{""Қизил автомобилга - тўғрига, кўк автомобилга - тўғрига ва чапга"",""Қизил ва кўк автомобилга - тўғрига"",""Қизил автомобилга - тўғрига, кўкига - чапга""}",2,https://ptest.uz/images/bfce559b-b54e-4ae8-876e-3aba6c8c847c.webp,5-BILET,300,,,,
Svetoforning taqiqlovchi ishorasida va shlagbaum ochiq bo'lganda haydovchi nima qilishi kerak?,Светофорнинг тақиқловчи ишорасида ва шлагбаум очиқ бўлганда ҳайдовчи нима қилиши керак?,"{""Yaqinlashib kelayotgan poezd yo'qligiga shaxsan ishonch hosil qilishi va kesishmadan o'tishi kerak"",""Shlagbaumning holatiga asoslangan holda kesishmadan o'tishi kerak"",""Shlagbaumgacha 10 metrdan yaqin bo'lmagan masofada to'xtash"",""To'xtash chizig'i oldida, \""??????????? ???????????? ???????????\"" belgisi oldida, agar ular yo'q bo'lca shlagbaumgacha 5 metrdan yaqin bo'lmagan masofada to'xtash""}","{""Яқинлашиб келаётган поезд ёқлигига шахсан ишонч ҳосил қилиши ва кесишмадан ўтиши керак"",""Шлагбаумнинг ҳолатига асосланган ҳолда кесишмадан ўтиши керак"",""Шлагбаумгача 10 метрдан яқин бўлмаган масофада тўхташ"",""Тўхташ чизиғи олдида, \""??????????? ???????????? ???????????\"" белгиси олдида, агар улар ёқ бўлcа шлагбаумгача 5 метрдан яқин бўлмаган масофада тўхташ""}",3,https://postimg.cc/Dmfk0bYv,5-BILET,300,,,,
