question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Yovvoyi hayvonlar belgisini ko'rsating:,Ёввойи ҳайвонлар белгисини кўрсатинг:,"{""1"",""2"",""3"",""4"",""2 va 4""}","{""1"",""2"",""3"",""4"",""2 ва 4""}",1,https://ptest.uz/images/dcb6b393-d6e7-41d1-9b5e-44d69a6061ab.webp,Bilet 51-60,300,,,,
Haydovchi qaysi rasmda qoidani buzmay to'xtagan?,Ҳайдовчи қайси расмда қоидани бузмай тўхтаган?,"{""Chapdagi rasmda"",""O'ngdagi rasmda"",""Har ikkila rasmda""}","{""Чапдаги расмда"",""Ўнгдаги расмда"",""Ҳар иккила расмда""}",2,https://ptest.uz/images/a30610ef-6aab-428e-b411-9060f80043d1.webp,Bilet 51-60,300,,,,
01.01.1981- yilgacha ishlab chiqarilgan engil avtomobillar uchun Qoidalar tormozlashning 40km/s tezlikda harakatlanish tartibida ishchi tormoz tizimining qanday samaradorlik meyoriga ruxsat berilgan?,01.01.1981- йилгача ишлаб чиқарилган енгил автомобиллар учун Қоидалар тормозлашнинг 40км/с тезликда ҳаракатланиш тартибида ишчи тормоз тизимининг қандай самарадорлик меёрига рухсат берилган?,"{""7,2 m"",""12,2 m"",""19,5 m"",""25 m"",""14,5 m""}","{""7,2 м"",""12,2 м"",""19,5 м"",""25 м"",""14,5 м""}",4,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Bu yo'l belgisi qanday nomlanadi?,Бу ё’л белгиси қандай номланади?,"{""Piyodalarning yo'l yoqasidan yurishi mumkin bo'lgan hudud"",""Piyodalarning qatnov qismidan yurishi mumkin bo'lgan hudud"",""Piyodalarning trotuardan yurishi mumkin bo'lgan hudud""}","{""Пиёдаларнинг ё’л ёқасидан юриши мумкин бўлган ҳудуд"",""Пиёдаларнинг қатнов қисмидан юриши мумкин бўлган ҳудуд"",""Пиёдаларнинг тротуардан юриши мумкин бўлган ҳудуд""}",0,https://ptest.uz/images/caad4171-8dbc-410e-8db4-5cd3a7ffa40b.webp,Bilet 51-60,300,,,,
Ushbu svetofor tramvayga qaysi yo'nalishda harakatlanishga ruxsat beradi?,Ушбу светофор трамвайга қайси ё’налишда ҳаракатланишга рухсат беради?,"{""Faqat to'g'riga"",""Barcha yo'nalishlarga"",""Barcha yo'nalishlarda harakatlanish taqiqlanadi""}","{""Фақат тўғрига"",""Барча ё’налишларга"",""Барча ё’налишларда ҳаракатланиш тақиқланади""}",2,https://ptest.uz/images/7a04c1d5-2d79-46b5-bf31-20f9865df3cd.webp,Bilet 51-60,300,,,,
Bu belgi nimani bildiradi?,Бу белги нимани билдиради?,"{""Oldinda tirbandlik xakida borligidan"",""Navbat bilan utishni"",""Tuxtab turish joyiga borishni""}","{""Олдинда тирбандлик хакида борлигиданг"",""Навбат билан утишни"",""Тухтаб туриш жойига боришни""}",1,https://ptest.uz/images/998e3ccd-861c-4edc-b5d4-ab30117e01c8.webp,Bilet 51-60,300,,,,
Belgilardan qaysi biri er usti avtomobil quyish joyini bildiradi?,Белгилардан қайси бири ер усти автомобил қуйиш жойини билдиради?,"{""1"",""2"",""3""}","{""1"",""2"",""3""}",0,https://ptest.uz/images/b748639e-586c-4525-9043-c087f8afaf40.webp,Bilet 51-60,300,,,,
Qaysi yo'nalishda harakatlanish taqiqlangan?,Қайси ё’налишда ҳаракатланиш тақиқланган?,"{""Faqat to'g'riga va o'ngga"",""Faqat chapga"",""Faqat chapga va qayrilib olishga"",""Faqat qayrilib olishga"",""Barcha yo'nalishlarga""}","{""Фақат тўғрига ва ўнгга"",""Фақат чапга"",""Фақат чапга ва қайрилиб олишга"",""Фақат қайрилиб олишга"",""Барча ё’налишларга""}",3,https://ptest.uz/images/ce2c9911-2b97-4357-9df9-63558690fec7.webp,Bilet 51-60,300,,,,
Kursatilgan belgilardan qaysi biri bolalar deb nomlanadi?,Курсатилган белгилардан қайси бири болалар деб номланади?,"{""1"",""2"",""3""}","{""1"",""2"",""3""}",1,https://ptest.uz/images/3a5d555f-7da0-4b63-8d65-ceea955c3600.webp,Bilet 51-60,300,,,,
Kuyidagi belgilardan qaysi biri engil avtomobillar harakati deb nomlanadi?,Куйидаги белгилардан қайси бири енгил автомобиллар ҳаракати деб номланади?,"{""1"",""2"",""3"",""4""}","{""1"",""2"",""3"",""4""}",1,https://ptest.uz/images/117e89df-b09e-4428-9016-4aad62f497a6.webp,Bilet 51-60,300,,,,
Ogohlantiruvchi belgilarni toping,Огоҳлантирувчи белгиларни топинг,"{""Hammasi"",""1,2,4,5"",""4,5""}","{""Ҳаммаси"",""1,2,4,5"",""4,5""}",2,https://ptest.uz/images/f4e92a17-0b9e-423f-918a-06c5113dcc7a.webp,Bilet 51-60,300,,,,
Koidalarda nechta asosiy tushuncha va atamalardan foydalaniladi?,Коидаларда нечта асосий тушунча ва атамалардан фойдаланилади?,"{""65"",""56"",""77""}","{""65"",""56"",""77""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Moped xaydovchisi majbur:,Мопед хайдовчиси мажбур:,"{""16 yoshga tulgan bulishi"",""Motoshlem kiyishlari va uni kadab olishlari"",""Kunduzgi vaktda xam yakinni yorituvchi chiroklarni yokib yurishi"",""Barcha sanab utilgan javoblar""}","{""16 ёшга тулган булиши"",""Мотошлем кийишлари ва уни кадаб олишлари"",""Кундузги вактда хам якинни ёритувчи чирокларни ёкиб юриши"",""Барча санаб утилган жавоблар""}",3,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Bu taniklik belgisi urnatiladi:,Бу таниклик белгиси урнатилади:,"{""Vaktinchalik tamirlash ishlari olib borilayotgan yul kismlariga"",""Portlovchi va tez alangalanuvchi yukni tashiyotgan transport vositalariga"",""Xaydovchi staji 2 yildan kam bulgan xaydovchilar boshkarayot mexanik transport vositalari""}","{""Вактинчалик тамирлаш ишлари олиб борилаётган юл кисмларига"",""Портловчи ва тез алангаланувчи юкни ташиётган транспорт воситаларига"",""Хайдовчи стажи 2 йилдан кам булган хайдовчилар бошкараёт механик транспорт воситалари""}",2,https://ptest.uz/images/4ab8298e-4f70-430c-b5dd-e3040d328916.webp,Bilet 51-60,300,,,,
Ushbu belgi axoli punktlarida xavfli yul kismi boshlanishidan kancha masofa oldin urnatiladi?,Ушбу белги ахоли пунктларида хавфли юл кисми бошланишидан канча масофа олдин урнатилади?,"{""150-300 m"",""50-100 m"",""Xavfli yul kismi oldiga brnatiladi""}","{""150-300 м"",""50-100 м"",""Хавфли юл кисми олдига брнатилади""}",1,https://ptest.uz/images/a07b3a84-bc2f-4cd0-920f-b8d81e4e70db.webp,Bilet 51-60,300,,,,
Qaysi yotiq yo'l chizig'i avtomobil yo'llarida 3D kurinishidagi baland piyodalar utish joyini bildiradi?,Қайси ётиқ ё’л чизиғи автомобил ё’лларида 3Д куринишидаги баланд пиёдалар утиш жойини билдиради?,"{""«A»"",""«B»"",""«V»""}","{""«А»"",""«Б»"",""«В»""}",1,https://ptest.uz/images/259c42f7-5933-4793-81e2-6022ba5de545.webp,Bilet 51-60,300,,,,
Kaysi avtomobil xaydovchisi yul berishi kerak?,Кайси автомобил хайдовчиси юл бериши керак?,"{""Kuk avtomobil xaydovchisi"",""Yashil avtomobil xaydovchisi""}","{""Кук автомобил хайдовчиси"",""Яшил автомобил хайдовчиси""}",0,https://ptest.uz/images/a5c0b65e-3240-47f4-96c5-25611738bfb8.webp,Bilet 51-60,300,,,,
Ushbu belgi kanday nomlanadi?,Ушбу белги кандай номланади?,"{""Suniy notekislik"",""Majburiy sekinlanish"",""Baland piyodalar utish joyi""}","{""Суний нотекислик"",""Мажбурий секинланиш"",""Баланд пиёдалар утиш жойи""}",2,https://ptest.uz/images/c0a0c04c-f873-4e2c-95d4-1bd48a1b34fd.webp,Bilet 51-60,300,,,,
Tezkor va maxsus xizmatlarning transport vositalari yul xarakatining boshka katnashchilariga nisbatan imtiyozga ega bulishi uchun:,Тезкор ва махсус хизматларнинг транспорт воситалари юл харакатининг бошка катнашчиларига нисбатан имтиёзга ега булиши учун:,"{""Kuk yoki kizil yoxud kuk va kizil rangli yalt-yalt etuvchi mayokchalar yokilgan bulishi shart"",""maksus govushli ishora ekilgan"",""Xar ikkalasi yokilgan bulishi shart""}","{""Кук ёки кизил ёхуд кук ва кизил рангли ялт-ялт етувчи маёкчалар ёкилган булиши шарт"",""максус говушли ишора екилганг"",""Хар иккаласи ёкилган булиши шарт""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
"Kuyidagi tarif ""transport vositasi xarakatini 10 dakikagacha bulgan muddatga tuxtatish (xarakatsiz xolatga keltirish)"" kaysi atamaga tegishli?","Куйидаги тариф ""транспорт воситаси харакатини 10 дакикагача булган муддатга тухтатиш (харакатсиз холатга келтириш)"" кайси атамага тегишли?","{""Takiklanadi"",""Ruxsat beriladi"",""Yul berish"",""Tuxtab turish Kursatilgan xolatda kayrilib olishga ruxsat etiladimi?""}","{""Такикланади"",""Рухсат берилади"",""Юл бериш"",""Тухтаб туриш Курсатилган холатда кайрилиб олишга рухсат етиладими?""}",0,https://ptest.uz/images/cd41542d-2f5f-4362-b34c-646cd70277ca.webp,Bilet 51-60,300,,,,
Tramvay reelssiz transport vositalariga nisbatan imtiyozga ega bulmagan xolat:,Трамвай реелссиз транспорт воситаларига нисбатан имтиёзга ега булмаган холат:,"{""Depodan chiqishda"",""Depoga kirishda"",""Xar ikkisida imtiyozga ega"",""Xar ikkisida imtiyozga ega emas""}","{""Деподан чиқишда"",""Депога киришда"",""Хар иккисида имтиёзга ега"",""Хар иккисида имтиёзга ега емаш""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Ushbu svetofor tramvayga kaysi yunalishda xarakatlanishga ruxsat beradi?,Ушбу светофор трамвайга кайси юналишда харакатланишга рухсат беради?,"{""Fakat turiga"",""Barcha yynalishlarga"",""Barcha yunalishlarda xarakatlanish takiklanadi""}","{""Факат турига"",""Барча ййналишларга"",""Барча юналишларда харакатланиш такикланади""}",2,https://ptest.uz/images/6cb468df-808d-4936-b8b0-14e9d3db508d.webp,Bilet 51-60,300,,,,
Qaysi yotiq yo'l chizig'i avtomobil yo'llarida 3D kurinishidagi piyodalar utish joyini bildiradi?,Қайси ётиқ ё’л чизиғи автомобил ё’лларида 3Д куринишидаги пиёдалар утиш жойини билдиради?,"{""«A»"",""«B»"",""«V»""}","{""«А»"",""«Б»"",""«В»""}",2,https://ptest.uz/images/131450e1-deca-4083-8d07-8cb0ed6144ac.webp,Bilet 51-60,300,,,,
Doimiy va vaktinchalik yul belgilari ma'no jixatidan bir birini inkor etganda kaysi biriga amal kilasiz?,Доимий ва вактинчалик юл белгилари ма’но жихатидан бир бирини инкор етганда кайси бирига амал киласиз?,"{""Doimiy iul belgisiga"",""Vaktinchalik iul belgisiga""}","{""Доимий иул белгисига"",""Вактинчалик иул белгисига""}",1,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Ushbu vaziyatda kaysi transport vositasining xaydovchisi yul berishi kerak?,Ушбу вазиятда кайси транспорт воситасининг хайдовчиси юл бериши керак?,"{""Ok avtomobil xaydovchisi"",""Kizil avtomobil xaydovchisi""}","{""Ок автомобил хайдовчиси"",""Кизил автомобил хайдовчиси""}",1,https://ptest.uz/images/63b8e9f4-641b-4b4d-ab82-8377ea56920f.webp,Bilet 51-60,300,,,,
Kaysi belgilarda oyning juft kunlarida tuxtash mumkin,Кайси белгиларда ойнинг жуфт кунларида тухташ мумкинг,"{""Chapdagi rasmda"",""Ungdagi rasmda"",""Xar ikkisida mumkun""}","{""Чапдаги расмда"",""Унгдаги расмда"",""Хар иккисида мумкунг""}",2,https://ptest.uz/images/b8228bd3-39e8-4412-8972-3ef59958acfc.webp,Bilet 51-60,300,,,,
yo'naltirgichlar bilan kursatilgan kaysi yunalishlarda xarakat ruxsat etilgan?,ё’налтиргичлар билан курсатилган кайси юналишларда харакат рухсат етилган?,"{""Fakat tugriga"",""Fakat ungga"",""Fakat chapga"",""Fakat tugriga va ungga"",""Barcha iunalishlarga""}","{""Факат тугрига"",""Факат унгга"",""Факат чапга"",""Факат тугрига ва унгга"",""Барча иуналишларга""}",4,https://ptest.uz/images/c19277fc-de4e-4d00-9668-3f42537b9b2c.webp,Bilet 51-60,300,,,,
Ushbu vaziyatda kim yul berishi kerak?,Ушбу вазиятда ким юл бериши керак?,"{""Mikroavtobus xaydovchisi"",""Engil avtomobil xaydovchisi""}","{""Микроавтобус хайдовчиси"",""Енгил автомобил хайдовчиси""}",1,https://ptest.uz/images/8126d3eb-520b-467d-bcfb-9f13d04c1669.webp,Bilet 51-60,300,,,,
Kaysi yo'nalish buyicha burilish mumkin?,Кайси ё’налиш буйича бурилиш мумкин?,"{""Fakat «A»"",""Fakat «B»"",""Ikkala sanab utilgan xollarda""}","{""Fakat «А»"",""Fakat «Б»"",""Иккала санаб утилган холларда""}",0,https://ptest.uz/images/f85fb65b-3803-4274-9c8c-b0ffc9523971.webp,Bilet 51-60,300,,,,
Kaysi yotik yul chizigi baland piyodalar utish joyini bildiradi?,Кайси ётик юл чизиги баланд пиёдалар утиш жойини билдиради?,"{""«A»"",""«B»"",""«V»""}","{""«А»"",""«Б»"",""«В»""}",0,https://ptest.uz/images/5b67e4b0-3441-4958-b6f1-59407adb40f8.webp,Bilet 51-60,300,,,,
Koidalarda nechta asosiy tushuncha va atamalardan foydalaniladi?,Коидаларда нечта асосий тушунча ва атамалардан фойдаланилади?,"{""65"",""56"",""77""}","{""65"",""56"",""77""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Ushbu transport vositasi kaysi yunalishda xarakatlanishiga ruxsat etiladi?,Ушбу транспорт воситаси кайси йуналишда харакатланишига рухсат этилади?,"{""Fakat tugriga"",""Tugriga va ungga"",""Fakat turiga va kayrilib olishga"",""Barcha yynalishlarga""}","{""Факат тугрига"",""Тугрига ва унгга"",""Факат турига ва кайрилиб олишга"",""Барча ййналишларга""}",2,https://ptest.uz/images/472e5b3e-0c6a-4b69-a13a-2f09c471181e.webp,Bilet 51-60,300,,,,
Asosiy yul:,Асосий йул:,"{""Fakat yukori chapdagi rasmda"",""Fakat yukori ungdagi rasmda"",""Yukoridagi ikkala rasmda"",""Barcha rasmlarda""}","{""Факат юкори чапдаги расмда"",""Факат юкори унгдаги расмда"",""Юкоридаги иккала расмда"",""Барча расмларда""}",2,https://ptest.uz/images/91bccd7d-63b0-4292-802b-763bfe5a952d.webp,Bilet 51-60,300,,,,
Kaysi rasmlarda kuvib utish kursatilgan?,Кайси расмларда кувиб утиш курсатилган?,"{""Fakat birinchi va ikkinchi rasmlarda"",""Fagat birinchi va uchinchi rasmlarda"",""Fakat birinchi, ikkinchi va turtinchi rasmlarda"",""Fagat birinchi rasmda"",""Barcha rasmlarda""}","{""Факат биринчи ва иккинчи расмларда"",""Фагат биринчи ва учинчи расмларда"",""Факат биринчи, иккинчи ва туртинчи расмларда"",""Фагат биринчи расмда"",""Барча расмларда""}",0,https://ptest.uz/images/e19080a4-cf1b-4bfd-8a58-4e0c31d273b5.webp,Bilet 51-60,300,,,,
"Kuyidagi 3.24. ""Yukori tezlik cheklangan"" yul belgisining tasirini kaysi belgilar bekor kiladi?","Куйидаги 3.24. ""Юкори тезлик чекланган"" йул белгисининг тасирини кайси белгилар бекор килади?","{""Fakat birinchisi"",""Fakat ikkinchisi"",""Fakat uchinchisi"",""Fakat turtinchisi"",""Barcha javoblar tugri""}","{""Факат биринчиси"",""Факат иккинчиси"",""Факат учинчиси"",""Факат туртинчиси"",""Барча жавоблар тугри""}",4,https://ptest.uz/images/bf42c02e-b87d-4c4a-b9e7-025f65a4912d.webp,Bilet 51-60,300,,,,
Ushbu transport vositasiga chorraxa orkali kaysi io'nalishlar buyicha xarakatlanishga ruxsat etiladi?,Ушбу транспорт воситасига чорраха оркали кайси иўналишлар буйича харакатланишга рухсат этилади?,"{""Fakat turiga va ungga"",""Fakat chapga va kayrilib olishga"",""Fakat ungga"",""Fakat tugriga"",""Barcha yo'nalishlarga""}","{""Факат турига ва унгга"",""Факат чапга ва кайрилиб олишга"",""Факат унгга"",""Факат тугрига"",""Барча йўналишларга""}",4,https://ptest.uz/images/cfcdde2d-dfda-4439-a58a-98d9b136f45f.webp,Bilet 51-60,300,,,,
Velosiped yulkasi bilan kesishuvga kanchadan kam masofa kolganda tuxtash takiklanadi?,Велосипед йулкаси билан кесишувга канчадан кам масофа колганда тухташ такикланади?,"{""10 metr"",""15 metr"",""30 metr""}","{""10 метр"",""15 метр"",""30 метр""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Ushbu yotik yul chizigi kaysi gurux yul belgilarini takrorlaydi? Kaysi rasmda piyodalarning tashkiliy jamlanmasi yulning katnov kismida koidani buzmay xarakatlanmokda?,Ушбу ётик йул чизиги кайси гурух йул белгиларини такрорлайди? Кайси расмда пиёдаларнинг ташкилий жамланмаси йулнинг катнов кисмида коидани бузмай харакатланмокда?,"{""1"",""2"",""1,2"",""Axborot-kursatgich belgilarni""}","{""1"",""2"",""1,2"",""Ахборот-курсатгич белгиларни""}",0,https://ptest.uz/images/9384f840-4975-490a-98f1-c0e6d7ccf320.webp,Bilet 51-60,300,,,,
Kaysi belgi piyodalar utish joyini bildiradi?,Кайси белги пиёдалар утиш жойини билдиради?,"{""«A»"",""«B»"",""«V»""}","{""«А»"",""«Б»"",""«В»""}",1,https://ptest.uz/images/9d896908-9b80-4c1c-ac30-675258874747.webp,Bilet 51-60,300,,,,
Ushbu vaziyatda xaydovchilar birinchi temir yul iziga eng kamida necha metr kolganda tuxtashlari kerak?,Ушбу вазиятда хайдовчилар биринчи темир йул изига энг камида неча метр колганда тухташлари керак?,"{""3 metr"",""5 metr"",""10 metr""}","{""3 метр"",""5 метр"",""10 метр""}",2,https://ptest.uz/images/d0a04384-4c15-40c2-ab07-39cb65300595.webp,Bilet 51-60,300,,,,
Kaysi transport vositasining xaydovchisi axoli punktlarida tuxtash koidasini buzmokda?,Кайси транспорт воситасининг хайдовчиси ахоли пунктларида тухташ коидасини бузмокда?,"{""Sarik avtomobil xaydovchisi"",""Kuk avtomobil xaydovchisi"",""Xar ikkisi buzmadi"",""Xar ikkisi buzdi""}","{""Сарик автомобил хайдовчиси"",""Кук автомобил хайдовчиси"",""Хар иккиси бузмади"",""Хар иккиси бузди""}",2,https://ptest.uz/images/8077927b-c5b3-4493-93b3-971c24010b72.webp,Bilet 51-60,300,,,,
Kaysi rasmdagi xaydovchilar tuxtash koidasini buzdilar?,Кайси расмдаги хайдовчилар тухташ коидасини буздилар?,"{""1"",""2"",""3"",""1,2"",""1,3""}","{""1"",""2"",""3"",""1,2"",""1,3""}",4,https://ptest.uz/images/fb39bcf4-50dc-4940-bf75-7262c19e50e2.webp,Bilet 51-60,300,,,,
Ushbu kushimcha axborot belgisi kaysi yul belgisi bilan kullaniladi?,Ушбу кушимча ахборот белгиси кайси йул белгиси билан кулланилади?,"{""1"",""2"",""3"",""4""}","{""1"",""2"",""3"",""4""}",3,https://ptest.uz/images/b0295606-e47c-4269-bb90-ee5a7a4c30ea.webp,Bilet 51-60,300,,,,
Ushbu transport vosita kaysi toifaga kiradi?,Ушбу транспорт восита кайси тоифага киради?,"{""M1"",""M2"",""N1"",""O1""}","{""М1"",""М2"",""Н1"",""О1""}",0,https://ptest.uz/images/c7eadfdb-f6a6-4e86-bd42-d8a5059bf103.webp,Bilet 51-60,300,,,,
Ko'k rangli yalt-yalt etuvchi mayokchalari va maxsus tovushli ishorasi yokilgan maxsus transport vositasi chorraxani nechanchi bulib kesib utadi? Kaysi transport vositalariga yulovchilarni tushurishga ruxsat etiladi?,Кўк рангли ялт-ялт этувчи маёкчалари ва махсус товушли ишораси ёкилган махсус транспорт воситаси чоррахани нечанчи булиб кесиб утади? Кайси транспорт воситаларига йуловчиларни тушуришга рухсат этилади?,"{""«A»"",""«B»"",""«V»"",""Xech kaysi biriga""}","{""«А»"",""«Б»"",""«В»"",""Хеч кайси бирига""}",0,https://ptest.uz/images/3400c11c-1a30-43dd-873f-ef3fc1c93c53.webp,Bilet 51-60,300,,,,
Bu xavflilik belgisi kanday nomlanadi?,Бу хавфлилик белгиси кандай номланади?,"{""Oksidlovchi moddalar"",""Organik proksidlar"",""Tez alangalanadigan gazlar va suyukliklar""}","{""Оксидловчи моддалар"",""Органик проксидлар"",""Тез алангаланадиган газлар ва суюкликлар""}",1,https://ptest.uz/images/ab9e4293-df83-411e-aabd-250e8e8bd5ae.webp,Bilet 51-60,300,,,,
Ushbu belgi kanday nomlanadi?,Ушбу белги кандай номланади?,"{""Tuxtab turish joyi"",""Pullik tuxtab turish joyi"",""Yer usti avtomobil kuyish joyi"",""Yer osti avtomobil kuyish joyi""}","{""Тухтаб туриш жойи"",""Пуллик тухтаб туриш жойи"",""Ер усти автомобил куйиш жойи"",""Ер ости автомобил куйиш жойи""}",1,https://ptest.uz/images/24b45441-b8b7-4385-9722-e60ca8124fd6.webp,Bilet 51-60,300,,,,
Kizil avtomobil xaydovchisi kaysi yunalishlarda xarakatlanishiga ruxsat berilgan?,Кизил автомобил хайдовчиси кайси йуналишларда харакатланишига рухсат берилган?,"{""Fakat chapga"",""Chapga va kayrilib olishga"",""Turiga va chapga""}","{""Факат чапга"",""Чапга ва кайрилиб олишга"",""Турига ва чапга""}",1,https://ptest.uz/images/975b2d2b-a5f8-473b-8b23-0e5c90dd8040.webp,Bilet 51-60,300,,,,
Kuyidagi joyda tuxtashga ruxsat beriladimi?,Куйидаги жойда тухташга рухсат бериладими?,"{""Ruxsat beriladi"",""Takiklanadi"",""Tuxtagan transport vositasi bilan sidirga chizik orasidagi masofa 3 metrdan kup bulsa ruxsat beriladi""}","{""Рухсат берилади"",""Такикланади"",""Тухтаган транспорт воситаси билан сидирга чизик орасидаги масофа 3 метрдан куп булса рухсат берилади""}",1,https://ptest.uz/images/c2f01a27-cb1a-433e-ade0-3dcbc9440ec4.webp,Bilet 51-60,300,,,,
Imtiyoz belgilari qaysi joylarda harakatlanish navbatini belgilaydi?,Имтиёз бэлгилари қайси жойларда ҳаракатланиш навбатини бэлгилайди?,"{""Faqat chorrahalarda"",""Faqat yo Ining tor qismiarida"",""Har ikkala javob ham to'g'ri""}","{""Фақат чорраҳаларда"",""Фақат ё Ининг тор қисмиарида"",""Ҳар иккала жавоб ҳам тўғри""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Yo'l harakat qoidalarida nechta bob va bandidan iborat?,Йўл ҳаракат қоидаларида нечта боб ва бандидан иборат?,"{""50 bob 300 band"",""37 bob 286 band"",""29 bob 186 band""}","{""50 боб 300 банд"",""37 боб 286 банд"",""29 боб 186 банд""}",2,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Qaysi yo'l belgisi qayrilib olishga ruxsat beradi?,Қайси йўл белгиси қайрилиб олишга рухсат беради?,"{""Faqat 1 va 2"",""Faqat 2 va 3"",""Barchasi""}","{""Фақат 1 ва 2"",""Фақат 2 ва 3"",""Барчаси""}",0,https://ptest.uz/images/6ace49af-41d4-41f3-80cf-9b8b7a69d818.webp,Bilet 51-60,300,,,,
"Agar yo'l belgilari va chiziqlari boshqa yo'nalishni ko'rsatmagan bo'lsa, haydovchilar ajratuvchi bo'lagi bo'lmagan ikki tomonlama harakat tashkil etilgan yo'llardagi xavfsizlik orolchalari, ustunchalar va yo'l inshooti qismlari (ko'prik, yo'l o'tkazgich ustunlari va shunga o'xshashlar)ni qaysi tomondan aylanib o'tishlari kerak?","Агар йўл белгилари ва чизиқлари бошқа йўналишни кўрсатмаган бўлса, ҳайдовчилар ажратувчи бўлаги бўлмаган икки томонлама ҳаракат ташкил этилган йўллардаги хавфсизлик оролчалари, устунчалар ва йўл иншооти қисмлари (кўприк, йўл ўтказгич устунлари ва шунга ўхшашлар)ни қайси томондан айланиб ўтишлари керак?","{""Faqat o'ng tomondan aylanib o'tishlari kerak"",""Faqat chap tomondan aylanib o'tishlari kerak"",""Har ikkala tomondan aylanib o'tishlari kerak""}","{""Фақат ўнг томондан айланиб ўтишлари керак"",""Фақат чап томондан айланиб ўтишлари керак"",""Ҳар иккала томондан айланиб ўтишлари керак""}",0,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Ushbu joyda quvib o'tishga ruxsat beriladimi?,Ушбу жойда қувиб ўтишга рухсат бериладими?,"{""Ruxsat beriladi"",""Oldindagi transport vositasi tezligi 40 km/s dan kam bo'lsa"",""Taqiqlanadi""}","{""Рухсат берилади"",""Олдиндаги транспорт воситаси тезлиги 40 км/с дан кам бўлса"",""Тақиқланади""}",2,https://ptest.uz/images/102a4f04-dfbc-4c4c-85b9-e10bc7672838.webp,Bilet 51-60,300,,,,
Ushbu chorrahada chapga burilishga ruxsat etiladimi?,Ушбу чорраҳада чапга бурилишга рухсат этиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат этилади"",""Тақиқланади""}",0,https://ptest.uz/images/791fbff7-8d8e-4da1-b0cd-b9832e1a789b.webp,Bilet 51-60,300,,,,
Mexanik transport vositasining egasi yonida haydochilik guvohnomasi bo'lmaganida qanday hujjat bilan boshqarishga ruxsat etiladi?,Механик транспорт воситасининг эгаси ёнида ҳайдочилик гувоҳномаси бўлмаганида қандай ҳужжат билан бошқаришга рухсат этилади?,"{""Biometrik passport"",""ID karta"",""Egalik huquqi"",""Barcha javoblar to'g'ri"",""Birinchi va ikkinchi javoblar to'g'ri""}","{""Биометрик пасспорт"",""ID карта"",""Эгалик ҳуқуқи"",""Барча жавоблар тўғри"",""Биринчи ва иккинчи жавоблар тўғри""}",4,https://postimg.cc/Dmfk0bYv,Bilet 51-60,300,,,,
Chorrahadan to'g'riga harakatlanmochisiz – sizning harakatingiz:,Чорраҳадан тўғрига ҳаракатланмочисиз – сизнинг ҳаракатингиз:,"{""Birinchi o'taman"",""Avtobusga yo'l beraman""}","{""Биринчи ўтаман"",""Автобусга йўл бераман""}",1,https://ptest.uz/images/210b65cf-3fc9-45ce-87b2-fd5e1a531a6d.webp,Bilet 51-60,300,,,,
Qaysi avtomobil haydovchisiga burilishga ruxsat etilgan?,Қайси автомобил ҳайдовчисига бурилишга рухсат этилган?,"{""Har ikkisiga ruxsat etilgan"",""Oq avtomobil haydovchisiga"",""Har ikkisiga taqiqlangan"",""Qizil avtomobil haydovchisiga""}","{""Ҳар иккисига рухсат этилган"",""Оқ автомобил ҳайдовчисига"",""Ҳар иккисига тақиқланган"",""Қизил автомобил ҳайдовчисига""}",2,https://ptest.uz/images/eb1f97db-c762-41ff-83a5-77632659ae6c.webp,Bilet 51-60,300,,,,
Qaysi avtomobil haydovchisi qoidani buzib hovliga burildi?,Қайси автомобил ҳайдовчиси қоидани бузиб ҳовлига бурилди?,"{""Faqat oq avtomobil haydovchisi"",""Faqat sariq avtomobil haydovchisi"",""Hech qaysi buzmadi"",""Ikkisi ham buzdi""}","{""Фақат оқ автомобил ҳайдовчиси"",""Фақат сариқ автомобил ҳайдовчиси"",""Ҳеч қайси бузмади"",""Иккиси ҳам бузди""}",1,https://ptest.uz/images/5819031e-330c-416f-8cce-45112e43e718.webp,Bilet 51-60,300,,,,
