question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Bu yo'l belgisi nimani bildiradi?,Бу ёл белгиси нимани билдиради?,"{""Yo'l (marshrut) raqamini ko'rsatadi"",""Eng yaqin aholi yashaydigan joygacha bo'lgan masofani ko'rsatadi"",""DANning eng yaqin mahkamasigacha bo'lgan masofani ko'rsatadi"",""\""???????? ???????\"" vazifasini bajaradi""}","{""Ёл (маршрут) рақамини кўрсатади"",""Енг яқин аҳоли яшайдиган жойгача бўлган масофани кўрсатади"",""ДАНнинг енг яқин маҳкамасигача бўлган масофани кўрсатади"",""\""???????? ???????\"" вазифасини бажаради""}",0,https://ptest.uz/images/a768212a-d5c8-4571-a406-ebe16689e44e.webp,23-BILET,300,,,,
Furgon yukxonada odamlarni tashishga ruxsat etiladimi?,Фургон юкхонада одамларни ташишга рухсат етиладими?,"{""Taqiqlanadi"",""Ruxsat etiladi"",""Agar ularning tuzilishi odamlarni tashishga moslashtirilgan bo'lsa, ruxsat etiladi""}","{""Тақиқланади"",""Рухсат етилади"",""Агар уларнинг тузилиши одамларни ташишга мослаштирилган бўлса, рухсат етилади""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
"Yo'lning chapga burilishiga yaqinlashganingizda, u o'ylaganingizdan ko'ra ancha keskinroq bo'lib chiqsa, Siz","Ёлнинг чапга бурилишига яқинлашганингизда, у ўйлаганингиздан кўра анча кескинроқ бўлиб чиқса, Сиз","{""Tezlikni o'zgartirmay va yo'l qatnov qismining chap yoqasidan harakatni davom ettirishingiz kerak"",""Harakat tezligini kamaytirishingiz kerak"",""Burilishdan tezroq o'tish uchun tezlikni oshirishingiz kerak""}","{""Тезликни ўзгартирмай ва ёл қатнов қисмининг чап ёқасидан ҳаракатни давом еттиришингиз керак"",""Ҳаракат тезлигини камайтиришингиз керак"",""Бурилишдан тезроқ ўтиш учун тезликни оширишингиз керак""}",1,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Ko'k avtomobilga qaysi yo'nalishda harakatlanishga ruxsat etiladi?,Кўк автомобилга қайси ёналишда ҳаракатланишга рухсат етилади?,"{""Faqat orqa yo'nalishda"",""To'g'riga, chap va orqa yo'nalishda"",""Chap va orqa yo'nalishda"",""Barcha yo'nalishlarda""}","{""Фақат орқа ёналишда"",""Тўғрига, чап ва орқа ёналишда"",""Чап ва орқа ёналишда"",""Барча ёналишларда""}",2,https://ptest.uz/images/1044f826-f496-4dfc-ba14-fb05dd40eb05.webp,23-BILET,300,,,,
"Agar transport vositasining ishchi tormozining samaradorligi Qoidalar talabiga javob bermasa, u holda siz majbursiz:","Агар транспорт воситасининг ишчи тормозининг самарадорлиги Қоидалар талабига жавоб бермаса, у ҳолда сиз мажбурсиз:","{""Belgilangan safarni davom ettirishga, bunda kunning yorug' vaqtida yaqinni yorituvchi fara chirog'ini yoqishga"",""Bundan keyingi harakatni to'xtatishga"",""Nosozlikni o'sha joyda bartaraf etishga, agar buning iloji bo'lmasa zarur ehtiyot choralariga rioya qilgan holda to'xtab turish yoki tamirlashga olib borishga""}","{""Белгиланган сафарни давом еттиришга, бунда куннинг ёруғ вақтида яқинни ёритувчи фара чироғини ёқишга"",""Бундан кейинги ҳаракатни тўхтатишга"",""Носозликни ўша жойда бартараф етишга, агар бунинг иложи бўлмаса зарур еҳтиёт чораларига риоя қилган ҳолда тўхтаб туриш ёки тамирлашга олиб боришга""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Haydovchi to'xtash oldidan ogohlatiruvchi ishora berishga qachon majbur?,Ҳайдовчи тўхташ олдидан огоҳлатирувчи ишора беришга қачон мажбур?,"{""Faqat shu holdaki, agar uning orqasidan boshqa transport vositasi harakat qilsa"",""Faqat aholi punktlarida"",""Barcha hollarda""}","{""Фақат шу ҳолдаки, агар унинг орқасидан бошқа транспорт воситаси ҳаракат қилса"",""Фақат аҳоли пунктларида"",""Барча ҳолларда""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Ro'paradan kelayotgan avtomobil haydovchisi qanday yo'l tutishi kerak?,Рўпарадан келаётган автомобил ҳайдовчиси қандай ёл тутиши керак?,"{""Yo'l yoqasida to'xtashi"",""Yalt-yalt etuvchi chiroq mayoqchasi yoqilgan avtomobiliga halaqit bermasdan harakatni davom ettirishi""}","{""Ёл ёқасида тўхташи"",""Ялт-ялт етувчи чироқ маёқчаси ёқилган автомобилига ҳалақит бермасдан ҳаракатни давом еттириши""}",1,https://ptest.uz/images/91adc14e-7916-4528-a661-b4beaac94c32.webp,23-BILET,300,,,,
Yo'naltirgichlar bilan ko'rsatilgan qaysi yo'nalishlarda harakatlanishga ruxsat etilgan?,Ёналтиргичлар билан кўрсатилган қайси ёналишларда ҳаракатланишга рухсат етилган?,"{""\""?\"""",""\""?\"""",""\""?\"" va \""?\""""}","{""\""?\"""",""\""?\"""",""\""?\"" ва \""?\""""}",0,https://ptest.uz/images/042c6fa6-abf7-43f2-9f12-f4ca1c8bfb09.webp,23-BILET,300,,,,
Motosiklning haydovchisi qanday holda chapga to'g'ri burildi?,Мотосиклнинг ҳайдовчиси қандай ҳолда чапга тўғри бурилди?,"{""Chorrahaga chiqdi, yuk avtomobilini o'tkazib yubordi, burilishni tugalladi"",""Chorrahaga chiqdi va tartibga soluvchining ruxsat etuvchi ishorasini kutib, burilishni tugalladi"",""To'xtadi va tartibga soluvchining ruxsat etuvchi ishorasida to'xtamay chapga burildi""}","{""Чорраҳага чиқди, юк автомобилини ўтказиб юборди, бурилишни тугаллади"",""Чорраҳага чиқди ва тартибга солувчининг рухсат етувчи ишорасини кутиб, бурилишни тугаллади"",""Тўхтади ва тартибга солувчининг рухсат етувчи ишорасида тўхтамай чапга бурилди""}",2,https://ptest.uz/images/48063952-a0a4-4703-84bb-a0cf8df8fbc1.webp,23-BILET,300,,,,
Avtomobilning qaysi yo'nalishda harakatlanishiga ruxsat etiladi?,Автомобилнинг қайси ёналишда ҳаракатланишига рухсат етилади?,"{""Chapga va o'ngga"",""Faqat to'g'riga"",""Barcha yo'nalishlarga""}","{""Чапга ва ўнгга"",""Фақат тўғрига"",""Барча ёналишларга""}",2,https://ptest.uz/images/017923a8-8ec7-423f-b6b2-7b83712e86ab.webp,23-BILET,300,,,,
Chorrahani ikkinchi bo'lib kim kesib o'tadi?,Чорраҳани иккинчи бўлиб ким кесиб ўтади?,"{""Yashil avtomobil"",""Qizil avtomobil"",""Ko'k avtomobil"",""Sariq avtomobil""}","{""Яшил автомобил"",""Қизил автомобил"",""Кўк автомобил"",""Сариқ автомобил""}",1,https://ptest.uz/images/b1e93ee9-2072-41c0-947d-c24f5f93bae7.webp,23-BILET,300,,,,
Qaysi transport vositasining haydovchisi yo'lda tezlanish bo'lagi bo'lganda unga chiqish qoidasini buzdi?,Қайси транспорт воситасининг ҳайдовчиси ёлда тезланиш бўлаги бўлганда унга чиқиш қоидасини бузди?,"{""Har ikki haydovchi"",""Har ikki haydovchi to'g'ri chiqadi"",""Ko'k avtomobilning haydovchisi"",""Yashil avtomobilning haydovchisi""}","{""Ҳар икки ҳайдовчи"",""Ҳар икки ҳайдовчи тўғри чиқади"",""Кўк автомобилнинг ҳайдовчиси"",""Яшил автомобилнинг ҳайдовчиси""}",3,https://ptest.uz/images/914230f7-7094-4639-870a-0b79bfc9f319.webp,23-BILET,300,,,,
Haydovchi yo'l-transport hodisasida shikastlangan transport vositasini shatakka olish uchun yuk avtomobilini ichki ishlar organi xodimi ixtiyoriga qanday holda berishi kerak?,Ҳайдовчи ёл-транспорт ҳодисасида шикастланган транспорт воситасини шатакка олиш учун юк автомобилини ички ишлар органи ходими ихтиёрига қандай ҳолда бериши керак?,"{""Faqat shu holdaki, agar shatakka olish yo'l-yo'lakay yo'nalishda amalga oshirilsa"",""Har qanday holda, fuqarolarga tegishli transport vositalaridan tashqari"",""Haydovchining istagi bo'yicha""}","{""Фақат шу ҳолдаки, агар шатакка олиш ёл-ёлакай ёналишда амалга оширилса"",""Ҳар қандай ҳолда, фуқароларга тегишли транспорт воситаларидан ташқари"",""Ҳайдовчининг истаги бўйича""}",1,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
To'xtash qoidasini buzgan hamma haydovchilar qaysi javobda ko'rsatilgan?,Тўхташ қоидасини бузган ҳамма ҳайдовчилар қайси жавобда кўрсатилган?,"{""Qizil avtomobil va motosiklning haydovchilari"",""Ko'k avtomobil haydovchisi"",""Motosiklning haydovchisi"",""Barcha transport vositalarining haydovchilari""}","{""Қизил автомобил ва мотосиклнинг ҳайдовчилари"",""Кўк автомобил ҳайдовчиси"",""Мотосиклнинг ҳайдовчиси"",""Барча транспорт воситаларининг ҳайдовчилари""}",3,https://ptest.uz/images/78cda1b5-6ade-42e8-8356-047cfacbf30b.webp,23-BILET,300,,,,
Burilish vaqtida qatnov qismining kesishmasidan chiqishda transport vositasi qaerda bo'lmasligi kerak?,Бурилиш вақтида қатнов қисмининг кесишмасидан чиқишда транспорт воситаси қаерда бўлмаслиги керак?,"{""Chap bo'lakda, agar o'ng bo'lak bo'sh bo'lsa"",""Qarama-qarshi harakat tomonida"",""Agar bir yo'nalishda harakatlanish uchun uchtadan kam bo'lmagan bo'lak bo'lganda, chap bo'lakda"",""Ruxsat etilgan to'la vazni 3,5 t. dan ortiq bo'lgan faqat yuk avtomobillariga bir yo'nalishdan harakatlanishi uchun ikkita bo'lak bo'lsa, chap bo'lakda""}","{""Чап бўлакда, агар ўнг бўлак бўш бўлса"",""Қарама-қарши ҳаракат томонида"",""Агар бир ёналишда ҳаракатланиш учун учтадан кам бўлмаган бўлак бўлганда, чап бўлакда"",""Рухсат етилган тўла вазни 3,5 т. дан ортиқ бўлган фақат юк автомобилларига бир ёналишдан ҳаракатланиши учун иккита бўлак бўлса, чап бўлакда""}",1,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Bu yotiq chiziq nimani bildiradi?,Бу ётиқ чизиқ нимани билдиради?,"{""Faqat avtobusning harakatlanishi uchun mo'ljallangan bo'lakni bildiradi"",""Faqat belgilangan yo'nalishdagi transport vositalarining harakatlanishi uchun mo'ljallangan bo'lakni bildiradi"",""Avtobuslar va trolleybuslarning harakatlanishi uchun mo'ljallangan bo'lakni bildiradi"",""Avtobuslar va marshrutli taksi (alohida kichik avtobuslar)ning harakatlanishi uchun mo'ljallangan bo'lakni bildiradi""}","{""Фақат автобуснинг ҳаракатланиши учун мўлжалланган бўлакни билдиради"",""Фақат белгиланган ёналишдаги транспорт воситаларининг ҳаракатланиши учун мўлжалланган бўлакни билдиради"",""Автобуслар ва троллейбусларнинг ҳаракатланиши учун мўлжалланган бўлакни билдиради"",""Автобуслар ва маршрутли такси (алоҳида кичик автобуслар)нинг ҳаракатланиши учун мўлжалланган бўлакни билдиради""}",1,https://ptest.uz/images/e5512446-aa69-4808-aa5a-ec7e96f9032c.webp,23-BILET,300,,,,
Avtomagistralda ajratuvchi bo'lakning uzilishlariga kirishga ruxsat etiladimi?,Автомагистралда ажратувчи бўлакнинг узилишларига киришга рухсат етиладими?,"{""Ruxsat etiladi"",""Faqat orqa burilish uchun ruxsat etiladi, to'la vazni 3,5 t dan ortiq bo'lgan yuk avtomobillarning haydovchilari bundan mustasno"",""Taqiqlanadi"",""Belgilangan yo'nalishdagi transport vositalariga ruxsat etiladi""}","{""Рухсат етилади"",""Фақат орқа бурилиш учун рухсат етилади, тўла вазни 3,5 т дан ортиқ бўлган юк автомобилларнинг ҳайдовчилари бундан мустасно"",""Тақиқланади"",""Белгиланган ёналишдаги транспорт воситаларига рухсат етилади""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Uch bo'lakli bo'lgan ikki tomonlama harakatlanadigan yo'llarda ro'paradagi harakat uchun mo'ljallangan chetki chap bo'lakka o'tishga ruxsat etiladimi?,Уч бўлакли бўлган икки томонлама ҳаракатланадиган ёлларда рўпарадаги ҳаракат учун мўлжалланган четки чап бўлакка ўтишга рухсат етиладими?,"{""Quvib o'tish uchun ruxsat etiladi"",""Barcha hollarda ruxsat etiladi"",""Taqiqlanadi""}","{""Қувиб ўтиш учун рухсат етилади"",""Барча ҳолларда рухсат етилади"",""Тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,23-BILET,300,,,,
Ko'k avtomobilning haydovchisiga quvib o'tishga ruxsat etiladimi?,Кўк автомобилнинг ҳайдовчисига қувиб ўтишга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Ruxsat etiladi, agar qizil avtomobil 40 km/soatdan kam tezlik bilan harakatlanayotgan bo'lsa""}","{""Рухсат етилади"",""Тақиқланади"",""Рухсат етилади, агар қизил автомобил 40 км/соатдан кам тезлик билан ҳаракатланаётган бўлса""}",1,https://ptest.uz/images/9cb5edd2-51b5-402d-a3e8-59032c60d577.webp,24-BILET,300,,,,
Sirpanchiq yo'lda yurgizgich bilan tormozlashni qo'llash orqa uzatmali avtomobil uchun:,Сирпанчиқ ёлда юргизгич билан тормозлашни қўллаш орқа узатмали автомобил учун:,"{""Avtomobilning turg'unligini oshiradi"",""Avtomobilning turg'unligini kamaytiradi"",""Avtomobilning turg'unligiga hech qanday tasir ko'rsatmaydi""}","{""Автомобилнинг турғунлигини оширади"",""Автомобилнинг турғунлигини камайтиради"",""Автомобилнинг турғунлигига ҳеч қандай тасир кўрсатмайди""}",0,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
"Agar qatnov qismining kengligi chetki chap bo'lakdan qayrilish uchun etarli bo'lmasa, qoidalar qayrilishni qatnov qismining o'ng chekkasi yoki yo'lning o'ng yoqasidan amalga oshirishga yo'l qo'yadimi?","Агар қатнов қисмининг кенглиги четки чап бўлакдан қайрилиш учун етарли бўлмаса, қоидалар қайрилишни қатнов қисмининг ўнг чеккаси ёки ёлнинг ўнг ёқасидан амалга оширишга ёл қўядими?","{""Qatnov qismining faqat o'ng chekkasidan yo'l qo'yadi. Yo'lning o'ng yoqasidan yo'l qo'yilmaydi"",""Yo'l qo'yiladi. Bunda qayrilayotgan haydovchi yo'lakay va qarama-qarshi kelayotgan transport vositalarini o'tkazib yuborishi kerak"",""Yo'l qo'yilmaydi""}","{""Қатнов қисмининг фақат ўнг чеккасидан ёл қўяди. Ёлнинг ўнг ёқасидан ёл қўйилмайди"",""Ёл қўйилади. Бунда қайрилаётган ҳайдовчи ёлакай ва қарама-қарши келаётган транспорт воситаларини ўтказиб юбориши керак"",""Ёл қўйилмайди""}",1,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
Svetoforning bir vaqtda yoqilgan sariq va qizil ishoralari nimani bildiradi?,Светофорнинг бир вақтда ёқилган сариқ ва қизил ишоралари нимани билдиради?,"{""Harakatni boshlash mumkin"",""Harakatni taqiqlaydi va tezda yashil ishora yoqilishi haqida ogohlantiradi"",""Chorrahaga maxsus ovoz yoki miltillovchi chiroq bilan ishora berayotgan transport vositasi yaqinlashib kelayotganini""}","{""Ҳаракатни бошлаш мумкин"",""Ҳаракатни тақиқлайди ва тезда яшил ишора ёқилиши ҳақида огоҳлантиради"",""Чорраҳага махсус овоз ёки милтилловчи чироқ билан ишора бераётган транспорт воситаси яқинлашиб келаётганини""}",1,https://ptest.uz/images/3785acdb-6c23-41a2-adff-6046497aa4cd.webp,24-BILET,300,,,,
Transport vositalarining haydovchilari avtobus yoki trolleybusga yo'l berishlari kerak:,Транспорт воситаларининг ҳайдовчилари автобус ёки троллейбусга ёл беришлари керак:,"{""Agar u harakatni to'xtash joyidan boshlasa"",""Agar u \""?????\"" soatda marshrut bo'yicha harakat qilsa"",""Aholi punktlarida, agar u belgilangan to'xtash joyidan (bekatlardan) harakatni boshlasa""}","{""Агар у ҳаракатни тўхташ жойидан бошласа"",""Агар у \""?????\"" соатда маршрут бўйича ҳаракат қилса"",""Аҳоли пунктларида, агар у белгиланган тўхташ жойидан (бекатлардан) ҳаракатни бошласа""}",2,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
"Aholi punktlarida relssiz transport vositalariga, agar bir yo'nalishda uchta va undan ortiq harakatlanish bo'lagi bo'lganda, qaysi bo'lakdan harakatlanishga ruxsat etiladi? Yuk avtomobillari hisobga kirmaydi","Аҳоли пунктларида релссиз транспорт воситаларига, агар бир ёналишда учта ва ундан ортиқ ҳаракатланиш бўлаги бўлганда, қайси бўлакдан ҳаракатланишга рухсат етилади? Юк автомобиллари ҳисобга кирмайди","{""Har qanday bo'lak bo'yicha"",""Iloji boricha qatnov qismining o'ng chekkasiga yaqin bo'lak bo'yicha"",""Chapki chekkadan tashqari har qanday bo'lak bo'yicha. Unga faqat boshqa bo'laklarda harakat serqatnov bo'lganda, shuningdek, chapga burilish, orqaga qayrilish va bir tomonlama harakat tashkil qilingan yo'lda to'xtash uchun o'tishga ruxsat etiladi""}","{""Ҳар қандай бўлак бўйича"",""Иложи борича қатнов қисмининг ўнг чеккасига яқин бўлак бўйича"",""Чапки чеккадан ташқари ҳар қандай бўлак бўйича. Унга фақат бошқа бўлакларда ҳаракат серқатнов бўлганда, шунингдек, чапга бурилиш, орқага қайрилиш ва бир томонлама ҳаракат ташкил қилинган ёлда тўхташ учун ўтишга рухсат етилади""}",2,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
Quyidagi qaysi suratda haydovchi avtomobilni qoidaga xilof ravishda to'xtash joyiga qo'ygan?,Қуйидаги қайси суратда ҳайдовчи автомобилни қоидага хилоф равишда тўхташ жойига қўйган?,"{""Faqat chapdagi"",""Chap va o'rtadagi"",""Barchasida""}","{""Фақат чапдаги"",""Чап ва ўртадаги"",""Барчасида""}",1,https://ptest.uz/images/222f1fd2-85da-4e7e-a188-00aa3554f891.webp,24-BILET,300,,,,
Ko'k avtomobil chorrahani kesib o'tadi:,Кўк автомобил чорраҳани кесиб ўтади:,"{""Birinchi bo'lib ayni bir vaqtda qizil bilan"",""Ikkinchi bo'lib ayni vaqtda qizil bilan"",""Uchinchi bo'lib ayni vaqtda qizil bilan""}","{""Биринчи бўлиб айни бир вақтда қизил билан"",""Иккинчи бўлиб айни вақтда қизил билан"",""Учинчи бўлиб айни вақтда қизил билан""}",2,https://ptest.uz/images/861c2490-a6da-466d-9440-5028d14b4d2d.webp,24-BILET,300,,,,
Chorrahada harakatlanishning majburiy yo'nalishini qaysi belgi ko'rsatadi?,Чорраҳада ҳаракатланишнинг мажбурий ёналишини қайси белги кўрсатади?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",3,https://ptest.uz/images/eaff8f04-88d9-4f5d-b55a-d88f43955618.webp,24-BILET,300,,,,
Harakatni boshlashdan avval shaharlararo avtobus haydovchilari nima qilishlari kerak?,Ҳаракатни бошлашдан аввал шаҳарлараро автобус ҳайдовчилари нима қилишлари керак?,"{""Yo'lovchilarga halokat bo'lganda chiqish joylaridan foydalanish haqida tushuntirish"",""Yo'lovchilarga chiqish, undan tushish va unga joylashish tartibi haqida tushuntirish"",""Yo'lovchilarga harakatlanish vaqtida salon ichida yurish mumkin emasligi haqida tushuntirish""}","{""Ёловчиларга ҳалокат бўлганда чиқиш жойларидан фойдаланиш ҳақида тушунтириш"",""Ёловчиларга чиқиш, ундан тушиш ва унга жойлашиш тартиби ҳақида тушунтириш"",""Ёловчиларга ҳаракатланиш вақтида салон ичида юриш мумкин емаслиги ҳақида тушунтириш""}",0,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
Qaysi belgi to'xtamasdan o'tishni taqiqlaydi?,Қайси белги тўхтамасдан ўтишни тақиқлайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",3,https://ptest.uz/images/f0e60e4f-1a15-47c3-93dc-df5d9aa48ae2.webp,24-BILET,300,,,,
Davlat YHX xizmati ruxsatisiz transport vositasining yuk bilan yoki yuksiz harakatlanishiga qanday yuqori maksimal kenglikda yo'l qo'yiladi?,Давлат ЙҲХ хизмати рухсатисиз транспорт воситасининг юк билан ёки юксиз ҳаракатланишига қандай юқори максимал кенгликда ёл қўйилади?,"{""2,0 m"",""2,55 m"",""3,8 m"",""4,0 m"",""5,0 m""}","{""2,0 м"",""2,55 м"",""3,8 м"",""4,0 м"",""5,0 м""}",1,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
Qaysi transport vositasining haydovchisi yo'l berishi kerak?,Қайси транспорт воситасининг ҳайдовчиси ёл бериши керак?,"{""Avtomobil haydovchisi"",""Tramvay haydovchisi""}","{""Автомобил ҳайдовчиси"",""Трамвай ҳайдовчиси""}",0,https://ptest.uz/images/d9a46d53-5595-4b18-9cee-d1e72eeec003.webp,24-BILET,300,,,,
Bu tik yo'l chizig'i nimani bildiradi?,Бу тик ёл чизиғи нимани билдиради?,"{""Yo'lning xavfli joylaridagi harakatlanish bo'lagi chegarasini bildiradi"",""Yo'lning boshqa qismlarida yo'l chetidagi to'siqlarning yon chegarasini belgilaydi"",""Xavfli yo'l qismlarida bordyurlarni belgilaydi"",""Yo'naltiruvchi ustunchalar, beton yoki temir-beton ustunchalar, to'siq ustunchalari va shunga o'xshashlarni belgilaydi""}","{""Ёлнинг хавфли жойларидаги ҳаракатланиш бўлаги чегарасини билдиради"",""Ёлнинг бошқа қисмларида ёл четидаги тўсиқларнинг ён чегарасини белгилайди"",""Хавфли ёл қисмларида бордюрларни белгилайди"",""Ёналтирувчи устунчалар, бетон ёки темир-бетон устунчалар, тўсиқ устунчалари ва шунга ўхшашларни белгилайди""}",1,https://ptest.uz/images/27ae6be7-5c0f-406f-9ac4-186248d8dc0e.webp,24-BILET,300,,,,
Qaysi rasmda haydovchi to'g'ri burilmoqda?,Қайси расмда ҳайдовчи тўғри бурилмоқда?,"{""Chapdagi rasmda"",""O'ngdagi rasmda""}","{""Чапдаги расмда"",""Ўнгдаги расмда""}",0,https://ptest.uz/images/93357a1e-818d-4eb0-ba9e-70f930a43858.webp,24-BILET,300,,,,
Bu yo'l chizig'i nimani bildiradi?,Бу ёл чизиғи нимани билдиради?,"{""Yo'llar ostin-ustun o'tadigan chorrahalarni"",""Harakatlanish tezligi 40 km/s gacha cheklangan qismini"",""Yo'l inshootlarining harakatdagi transport vositalariga xavf tug'diradigan tik bo'laklarini""}","{""Ёллар остин-устун ўтадиган чорраҳаларни"",""Ҳаракатланиш тезлиги 40 км/с гача чекланган қисмини"",""Ёл иншоотларининг ҳаракатдаги транспорт воситаларига хавф туғдирадиган тик бўлакларини""}",2,https://ptest.uz/images/7164a0ec-159f-47aa-9629-935be6c9435f.webp,24-BILET,300,,,,
Qaysi avtomobil to'xtab turishga to'g'ri qo'yilgan?,Қайси автомобил тўхтаб туришга тўғри қўйилган?,"{""Engil avtomobil"",""Har ikkisi noto'g'ri qo'yilgan"",""Har ikkisi to'g'ri qo'yilgan"",""Yuk avtomobil""}","{""Енгил автомобил"",""Ҳар иккиси нотўғри қўйилган"",""Ҳар иккиси тўғри қўйилган"",""Юк автомобил""}",1,https://ptest.uz/images/2376ab73-b210-49e7-8107-2dce8f5786ff.webp,24-BILET,300,,,,
Avtomobilga o'rnatilgan bu taniqlik belgi nimani bildiradi?,Автомобилга ўрнатилган бу таниқлик белги нимани билдиради?,"{""Avtomobil shifokor haydovchiga tegishli ekanini"",""Avtomobil haydovchi nogironga tegishli ekanini"",""Avtomobil uyda tibbiy yordami ko'rsatish uchun mo'ljallanganini""}","{""Автомобил шифокор ҳайдовчига тегишли еканини"",""Автомобил ҳайдовчи ногиронга тегишли еканини"",""Автомобил уйда тиббий ёрдами кўрсатиш учун мўлжалланганини""}",0,https://ptest.uz/images/15517695-2d1f-4c30-bb87-7a7f3c9a29eb.webp,24-BILET,300,,,,
Harakatlanishga ruxsat etilgan barcha transport vositalari qaysi javobda to'g'ri ko'rsatilgan?,Ҳаракатланишга рухсат етилган барча транспорт воситалари қайси жавобда тўғри кўрсатилган?,"{""Avtomobillar va motosikl"",""Barcha transport vositalari"",""Avtomobillar va tramvay""}","{""Автомобиллар ва мотосикл"",""Барча транспорт воситалари"",""Автомобиллар ва трамвай""}",0,https://ptest.uz/images/d7018304-6099-4eb4-bab7-913c6a16e4ab.webp,24-BILET,300,,,,
Haydovchi oq hassa bilan ishora berayotgan ko'zi ojiz piyodalarni o'tkazib yuborishi kerakmi?,Ҳайдовчи оқ ҳасса билан ишора бераётган кўзи ожиз пиёдаларни ўтказиб юбориши керакми?,"{""Barcha hollarda o'tkazib yuborishi kerak, shu jumladan piyodalar o'tish joylardan tashqarida ham"",""Tartibga solinadigan piyodalar o'tish joyida o'tkazib yuborishi kerak"",""Tartibga solinmagan piyodalar o'tish joyida o'tkazib yuborishi kerak"",""Har qanday piyodalar o'tish joyida o'tkazib yuborish kerak""}","{""Барча ҳолларда ўтказиб юбориши керак, шу жумладан пиёдалар ўтиш жойлардан ташқарида ҳам"",""Тартибга солинадиган пиёдалар ўтиш жойида ўтказиб юбориши керак"",""Тартибга солинмаган пиёдалар ўтиш жойида ўтказиб юбориши керак"",""Ҳар қандай пиёдалар ўтиш жойида ўтказиб юбориш керак""}",0,https://postimg.cc/Dmfk0bYv,24-BILET,300,,,,
Ko'k avtomobilning haydovchisiga quvib o'tishga ruxsat etiladimi?,Кўк автомобилнинг ҳайдовчисига қувиб ўтишга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi"",""Ruxsat etiladi, agar qizil avtomobil 40 km/soatdan kam tezlik bilan harakatlanayotgan bo'lsa""}","{""Рухсат етилади"",""Тақиқланади"",""Рухсат етилади, агар қизил автомобил 40 км/соатдан кам тезлик билан ҳаракатланаётган бўлса""}",1,https://ptest.uz/images/9cb5edd2-51b5-402d-a3e8-59032c60d577.webp,24-BILET,300,,,,
Haydovchi aholi punktidan tashqarida harakat qoidalarini buzmoqdami?,Ҳайдовчи аҳоли пунктидан ташқарида ҳаракат қоидаларини бузмоқдами?,"{""Ha"",""Yo'q""}","{""Ҳа"",""Ёқ""}",0,https://ptest.uz/images/afe230b7-d8a4-4724-94ac-15f271b945f3.webp,25-BILET,300,,,,
Bu yo'l belgisi nimani bildiradi?,Бу ёл белгиси нимани билдиради?,"{""Shlagbaum bilan jihozlanmagan bir izli temir yo'l kesishmasini"",""Shlagbaum bilan jihozlangan bir izli temir yo'l kesishmasini"",""Shlagbaum bilan jihozlanmagan ikki va undan ko'p izli temir yo'l kesishmasini""}","{""Шлагбаум билан жиҳозланмаган бир изли темир ёл кесишмасини"",""Шлагбаум билан жиҳозланган бир изли темир ёл кесишмасини"",""Шлагбаум билан жиҳозланмаган икки ва ундан кўп изли темир ёл кесишмасини""}",2,https://ptest.uz/images/436fe4fb-f268-428e-b55f-a1420eb071bb.webp,25-BILET,300,,,,
Ko'rsatilgan belgilardan qaysi biri avtomagistrallarga o'rnatiladi?,Кўрсатилган белгилардан қайси бири автомагистралларга ўрнатилади?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",2,https://ptest.uz/images/d192075b-b130-4961-8cc2-dadc132c1a9f.webp,25-BILET,300,,,,
Bu erda avtomobilning to'xtashiga ruxsat berilganmi?,Бу ерда автомобилнинг тўхташига рухсат берилганми?,"{""Taqiqlangan, chunki uzuq-uzuq yotiq chizig'i bilan to'xtab turgan va avtomobil orasidagi masofa 3 metrdan kam"",""Oyning juft kunlarida taqiqlangan"",""Ruxsat berilgan""}","{""Тақиқланган, чунки узуқ-узуқ ётиқ чизиғи билан тўхтаб турган ва автомобил орасидаги масофа 3 метрдан кам"",""Ойнинг жуфт кунларида тақиқланган"",""Рухсат берилган""}",2,https://ptest.uz/images/ab703a9e-417d-4841-bdb2-9157491506d7.webp,25-BILET,300,,,,
