question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Avtomobillar chorrahani quyidagi tartibda kesib o'tadilar:,Автомобиллар чорраҳани қуйидаги тартибда кесиб ўтадилар:,"{""Sariq chorrahaga kiradi va yashilni o'tkazib yuborish uchun to'xtaydi; ko'k qizil bilan bir vaqtda"",""Ko'k ayni vaqtda qizil bilan; yashil; sariq"",""Yashil; ko'k ayni vaqtda qizil bilan; sariq""}","{""Сариқ чорраҳага киради ва яшилни ўтказиб юбориш учун тўхтайди; кўк қизил билан бир вақтда"",""Кўк айни вақтда қизил билан; яшил; сариқ"",""Яшил; кўк айни вақтда қизил билан; сариқ""}",2,https://ptest.uz/images/786b14ab-ae4c-4efb-8c90-cfe10b16089f.webp,14-BILET,300,,,,
"Qaysi belgi ""Velosiped yo'lkasi bilan kesishuv""ni bildiradi?","Қайси белги ""Велосипед ёлкаси билан кесишув""ни билдиради?","{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",1,https://ptest.uz/images/c695d275-2c16-400c-9345-4e76499fb868.webp,14-BILET,300,,,,
"Ikkita harakat bo'lagi bo'lgan bir tomonlama harakat tashkil etilgan yo'llarda, avtomobilning yo'lni chap tomonida to'xtab turishiga ruxsat etiladimi?","Иккита ҳаракат бўлаги бўлган бир томонлама ҳаракат ташкил етилган ёлларда, автомобилнинг ёлни чап томонида тўхтаб туришига рухсат етиладими?","{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",0,https://ptest.uz/images/b5553cbd-aff6-4ce4-b86d-56a45a74754d.webp,14-BILET,300,,,,
Motosikl haydovchisi qoidani buzayaptimi?,Мотосикл ҳайдовчиси қоидани бузаяптими?,"{""Ha"",""Yo'q""}","{""Ҳа"",""Ёқ""}",1,https://ptest.uz/images/8bff6491-2b1f-4595-9607-808ba00b36ea.webp,14-BILET,300,,,,
Chorrahani oxirgi bo'lib kesib o'tadi:,Чорраҳани охирги бўлиб кесиб ўтади:,"{""Sariq"",""Ko'k"",""Yashil""}","{""Сариқ"",""Кўк"",""Яшил""}",0,https://ptest.uz/images/05fb9c7e-1869-40d9-ae37-e858483b70db.webp,14-BILET,300,,,,
"Haydovchi yaqinlashib kelayotgan poezdni o'tkazib yuborishi uchun ""To'xtash"" yotiq chizig'i yoki ""To'xtamasdan harakatlanish taqiqlangan"" belgisidan qanday masofada to'xtashi kerak?","Ҳайдовчи яқинлашиб келаётган поездни ўтказиб юбориши учун ""Тўхташ"" ётиқ чизиғи ёки ""Тўхтамасдан ҳаракатланиш тақиқланган"" белгисидан қандай масофада тўхташи керак?","{""1,5 m"",""2,5 m"",""5 m"",""10 m"",""Bevosita \""??????\"" yotiq chizig'i yoki belgi oldida""}","{""1,5 м"",""2,5 м"",""5 м"",""10 м"",""Бевосита \""??????\"" ётиқ чизиғи ёки белги олдида""}",4,https://postimg.cc/Dmfk0bYv,14-BILET,300,,,,
Qanday hollarda aholi punktlaridan tashqarida engil avtomobil haydovchisiga soatiga 90 km.dan yuqori tezlikda harakatlanish taqiqlanadi?,Қандай ҳолларда аҳоли пунктларидан ташқарида енгил автомобил ҳайдовчисига соатига 90 км.дан юқори тезликда ҳаракатланиш тақиқланади?,"{""Faqat yo'lda tezlik cheklangan belgilar o'rnatilgan bo'lsa"",""Faqat harakatlanayotgan tirkamali engil avtomobillarga"",""Agar u boshq a transport vositasini shatakka olgan bo'lsa"",""Sanab o'tilgan barcha hollarda""}","{""Фақат ёлда тезлик чекланган белгилар ўрнатилган бўлса"",""Фақат ҳаракатланаётган тиркамали енгил автомобилларга"",""Агар у бошқ а транспорт воситасини шатакка олган бўлса"",""Санаб ўтилган барча ҳолларда""}",3,https://postimg.cc/Dmfk0bYv,14-BILET,300,,,,
"Bu ""to'xtash"" yotiq chiziq qaysi yo'l belgisi bilan qo'llaniladi?","Бу ""тўхташ"" ётиқ чизиқ қайси ёл белгиси билан қўлланилади?","{""\""Yo'l bering\"" belgisi bilan"",""\""To'xtamasdan xarakatlanish taqiqlangan\"" belgisi bilan"",""\""Yo'l bering\"" belgisi bilan va \""To'xtamasdan harakatlanish taqiqlangan\"" belgisi bilan""}","{""\""Ёл беринг\"" белгиси билан"",""\""Тўхтамасдан харакатланиш тақиқланган\"" белгиси билан"",""\""Ёл беринг\"" белгиси билан ва \""Тўхтамасдан ҳаракатланиш тақиқланган\"" белгиси билан""}",1,https://ptest.uz/images/2468c73e-b728-46ef-9fbe-86c85d9d280b.webp,14-BILET,300,,,,
"Agar yo'lda bu belgi o'rnatilgan bo'lsa, avtomobilni shatakka olishga ruxsat etiladimi?","Агар ёлда бу белги ўрнатилган бўлса, автомобилни шатакка олишга рухсат етиладими?","{""Faqat engil avtomobillarga ruxsat etiladi"",""Qattiq ulagichda ruxsat etiladi"",""Taqiqlanadi"",""Har qanday ulagichda ruxsat etiladi""}","{""Фақат енгил автомобилларга рухсат етилади"",""Қаттиқ улагичда рухсат етилади"",""Тақиқланади"",""Ҳар қандай улагичда рухсат етилади""}",2,https://ptest.uz/images/60fbd3b5-c05e-483c-8c74-58dde09b2c6d.webp,14-BILET,300,,,,
Kim yo'l berishi kerak?,Ким ёл бериши керак?,"{""Yuk avtomobil haydovchisi"",""Engil avtomobil haydovchisi""}","{""Юк автомобил ҳайдовчиси"",""Енгил автомобил ҳайдовчиси""}",0,https://ptest.uz/images/71fcdf45-4924-41fa-8f8a-e0e4533e5b38.webp,15-BILET,300,,,,
Piyodalar o'tish joyi bo'lmaganda piyodalarga yo'l qatnov qismining qaysi joyidan kesib o'tishga ruxsat etiladi?,Пиёдалар ўтиш жойи бўлмаганда пиёдаларга ёл қатнов қисмининг қайси жойидан кесиб ўтишга рухсат етилади?,"{""Chorrahalarda trotuarlar yoki yo'l yoqasi chiziqlari bo'ylab"",""Qatnov qismining chekkasidan to'g'ri burchak bo'ylab, ajratuvchi bo'laksiz, har ikki tomon yaxshi ko'rinadigan joylardan"",""Barcha sanab o'tilgan joylardan""}","{""Чорраҳаларда тротуарлар ёки ёл ёқаси чизиқлари бўйлаб"",""Қатнов қисмининг чеккасидан тўғри бурчак бўйлаб, ажратувчи бўлаксиз, ҳар икки томон яхши кўринадиган жойлардан"",""Барча санаб ўтилган жойлардан""}",2,https://postimg.cc/Dmfk0bYv,15-BILET,300,,,,
Burilishda harakat qilganda avtopoezdning tirkamasi siljiydimi?,Бурилишда ҳаракат қилганда автопоезднинг тиркамаси силжийдими?,"{""Burilish markazidan boshqa tomonga siljiydi"",""Siljimaydi"",""Burilish markaziga siljiydi""}","{""Бурилиш марказидан бошқа томонга силжийди"",""Силжимайди"",""Бурилиш марказига силжийди""}",2,https://postimg.cc/Dmfk0bYv,15-BILET,300,,,,
To'xtashni taqiqlovchi joylarni bildiruvchi sidirg'a sariq chiziq qaerda chiziladi?,Тўхташни тақиқловчи жойларни билдирувчи сидирға сариқ чизиқ қаерда чизилади?,"{""Harakatlanish qismida"",""Harakatlanish qismining chetida"",""Harakatlanish qismining chetida yoki bordyur ustidan chiziladi"",""Faqat to'siq (bordyur) ustida""}","{""Ҳаракатланиш қисмида"",""Ҳаракатланиш қисмининг четида"",""Ҳаракатланиш қисмининг четида ёки бордюр устидан чизилади"",""Фақат тўсиқ (бордюр) устида""}",2,https://ptest.uz/images/3acb70f2-359c-4e9e-836e-67eb85f0a4b7.webp,15-BILET,300,,,,
Qaysi belgi 50 km/soat kam tezlikda harakatlanishni taqiqlaydi?,Қайси белги 50 км/соат кам тезликда ҳаракатланишни тақиқлайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",2,https://ptest.uz/images/6438ac86-2994-4528-914e-18966c9130fc.webp,15-BILET,300,,,,
Chorrahani uchinchi bo'lib kesib o'tadi:,Чорраҳани учинчи бўлиб кесиб ўтади:,"{""Ko'k avtomobil"",""Sariq avtomobil"",""Yashil avtomobil""}","{""Кўк автомобил"",""Сариқ автомобил"",""Яшил автомобил""}",2,https://ptest.uz/images/609fcc2f-afab-4732-a2b2-574c2c412054.webp,15-BILET,300,,,,
Projektor-faradan foydalanishga ruxsat etiladi:,Прожектор-фарадан фойдаланишга рухсат етилади:,"{""Faqat aholi yashaydigan joylardan tashqarida ro'paradan kelayotgan transport vositalari bo'lmaganda"",""Faqat etarli ko'rinmaydigan sharoitda"",""Agar bunga zaruriyat tug'ilsa, barcha joylarda"",""Kunning qorong'i vaqtida yo'lning barcha qismlarida""}","{""Фақат аҳоли яшайдиган жойлардан ташқарида рўпарадан келаётган транспорт воситалари бўлмаганда"",""Фақат етарли кўринмайдиган шароитда"",""Агар бунга зарурият туғилса, барча жойларда"",""Куннинг қоронги вақтида ёлнинг барча қисмларида""}",0,https://postimg.cc/Dmfk0bYv,15-BILET,300,,,,
Taqiqlovchi belgi tagiga o'rnatilgan qo'shimcha axborot belgisi nima maqsadda qo'yilgan?,Тақиқловчи белги тагига ўрнатилган қўшимча ахборот белгиси нима мақсадда қўйилган?,"{""Belgidan uning amal qilish hududigacha bo'lgan oraliqni aniqlash uchun"",""Taqiqlovchi belgi amal qilish hududini aniqlash uchun""}","{""Белгидан унинг амал қилиш ҳудудигача бўлган оралиқни аниқлаш учун"",""Тақиқловчи белги амал қилиш ҳудудини аниқлаш учун""}",0,https://ptest.uz/images/affc172b-7a53-445b-b81f-d39c3b59f304.webp,15-BILET,300,,,,
Ko'rsatilgan yo'nalishlar bo'yicha qaysi transport vositalariga harakatlanishga ruxsat etiladi?,Кўрсатилган ёналишлар бўйича қайси транспорт воситаларига ҳаракатланишга рухсат етилади?,"{""Avtomobil haydovchisiga"",""Avtomobil va motosikl haydovchisiga"",""Tramvay va avtomobil haydovchisiga""}","{""Автомобил ҳайдовчисига"",""Автомобил ва мотосикл ҳайдовчисига"",""Трамвай ва автомобил ҳайдовчисига""}",2,https://ptest.uz/images/14c3830f-4419-42c8-8997-1b1cbf4adf9b.webp,15-BILET,300,,,,
Qanday holda markazdan qochirma kuch burilishda kamayadi?,Қандай ҳолда марказдан қочирма куч бурилишда камаяди?,"{""Boshqaruv rulini burilish tomonga keskin burganda"",""Harakat tezligi pasayganda"",""Burilish radiusi kamayganda""}","{""Бошқарув рулини бурилиш томонга кескин бурганда"",""Ҳаракат тезлиги пасайганда"",""Бурилиш радиуси камайганда""}",1,https://ptest.uz/images/740f41bd-3c66-414f-b1e9-54eeee7c77f3.webp,15-BILET,300,,,,
Bu yo'l chizig'i nimani bildiradi?,Бу ёл чизиғи нимани билдиради?,"{""Yakka 40 km/s dan kam tezlik bilan harakat qiluvchi ikki g'ildirakli motosikllar, velosipedchilardan tashqari barcha transport vositalarini quvib o'tishni taqiqlovchi hududga"",""Qatnov qismining torayishiga yoki qarama-qarshi yo'nalishdan kelayotgan transport oqimini ajratuvchi 1,1 yoki 1,11 chizig'iga yaqinlashayotganini"",""Faqat belgilangan yo'nalishdagi transport vositalari harakati uchun mo'ljallangan qatnov qismi bo'lagiga""}","{""Якка 40 км/с дан кам тезлик билан ҳаракат қилувчи икки ғилдиракли мотосикллар, велосипедчилардан ташқари барча транспорт воситаларини қувиб ўтишни тақиқловчи ҳудудга"",""Қатнов қисмининг торайишига ёки қарама-қарши ёналишдан келаётган транспорт оқимини ажратувчи 1,1 ёки 1,11 чизиғига яқинлашаётганини"",""Фақат белгиланган ёналишдаги транспорт воситалари ҳаракати учун мўлжалланган қатнов қисми бўлагига""}",1,https://ptest.uz/images/2cf10050-3c4c-40c6-a697-30a9c23a8729.webp,15-BILET,300,,,,
Bu joyda avtomobilning to'xtab turishiga ruxsat berilganmi?,Бу жойда автомобилнинг тўхтаб туришига рухсат берилганми?,"{""Berilgan"",""Taqiqlangan""}","{""Берилган"",""Тақиқланган""}",1,https://ptest.uz/images/396f4f87-86c8-440b-9212-4c39daab8afc.webp,15-BILET,300,,,,
Engil avtomobil haydovchisi yo'l berishi kerakmi?,Енгил автомобил ҳайдовчиси ёл бериши керакми?,"{""Ha"",""Yo'q""}","{""Ҳа"",""Ёқ""}",0,https://ptest.uz/images/8e2f3b75-55a2-4c63-888b-d0494b5da2cc.webp,15-BILET,300,,,,
Qaysi transport vositasining haydovchisi yo'l berishi kerak?,Қайси транспорт воситасининг ҳайдовчиси ёл бериши керак?,"{""Tez yordam avtomobilining haydovchisi"",""Engil avtomobilining haydovchisi""}","{""Тез ёрдам автомобилининг ҳайдовчиси"",""Енгил автомобилининг ҳайдовчиси""}",1,https://ptest.uz/images/d292929e-4865-440b-8e44-3d3fcd1fa3dc.webp,15-BILET,300,,,,
Transport vositalari chorrahani qay tartibda kesib o'tadi?,Транспорт воситалари чорраҳани қай тартибда кесиб ўтади?,"{""2-tramvay ayni vaqtda 1-tramvay bilan; ko'k avtomobil ayni vaqtda qizil bilan"",""2-tramvay; ko'k avtomobil; 1-tramvay; qizil avtomobil""}","{""2-трамвай айни вақтда 1-трамвай билан; кўк автомобил айни вақтда қизил билан"",""2-трамвай; кўк автомобил; 1-трамвай; қизил автомобил""}",1,https://ptest.uz/images/5247d9be-381e-4141-877a-c3c4ee6a72e3.webp,15-BILET,300,,,,
Bu belgida qaysi transport vositalarini quvib o'tishni taqiqlaydi?,Бу белгида қайси транспорт воситаларини қувиб ўтишни тақиқлайди?,"{""Hammasi"",""Hammasini, 40 km/s dan kam tezlikda yakka harakat qilayotganlardan tashqari"",""Engil avtomobillar, motosikllar va to'la vazni 3,5 t dan kam bo'lgan yuk avtomobillari. To'la vazni 3,5 t dan ko'p bulgan yuk avtomobillari"",""To'la vazni 3,5 t dan ko'p bo'lgan yuk avtomobillari""}","{""Ҳаммаси"",""Ҳаммасини, 40 км/с дан кам тезликда якка ҳаракат қилаётганлардан ташқари"",""Енгил автомобиллар, мотосикллар ва тўла вазни 3,5 т дан кам бўлган юк автомобиллари. Тўла вазни 3,5 т дан кўп булган юк автомобиллари"",""Тўла вазни 3,5 т дан кўп бўлган юк автомобиллари""}",1,https://ptest.uz/images/7a125517-aa98-4b5e-9ec1-0949dda8d4b7.webp,15-BILET,300,,,,
Avtomagistrallarda to'xtashga ruxsat etilganmi?,Автомагистралларда тўхташга рухсат етилганми?,"{""Taqiqlangan"",""Avtomagistral yaxshi ko'rinadigan joylarda ruxsat etiladi"",""Agar bir yo'nalishda harakatlanish uchun uchta bo'lak bo'lsa, ruxsat etiladi"",""To'xtab turish \""To'xtab turish joyi\"" yoki \""Dam olish joyi\"" belgisi qo'yilgan maxsus maydonchalarda ruxsat etiladi""}","{""Тақиқланган"",""Автомагистрал яхши кўринадиган жойларда рухсат етилади"",""Агар бир ёналишда ҳаракатланиш учун учта бўлак бўлса, рухсат етилади"",""Тўхтаб туриш \""Тўхтаб туриш жойи\"" ёки \""Дам олиш жойи\"" белгиси қўйилган махсус майдончаларда рухсат етилади""}",3,https://postimg.cc/Dmfk0bYv,15-BILET,300,,,,
Ko'rsatilgan joyda to'xtashga ruxsat etiladimi?,Кўрсатилган жойда тўхташга рухсат етиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",1,https://ptest.uz/images/9a963a0e-d1fd-482c-b660-bc392a212b47.webp,15-BILET,300,,,,
Odamlarni tashishga moslashtirilmagan yuk avtomobili yukxonasida odam tashishga ruxsat etiladimi?,Одамларни ташишга мослаштирилмаган юк автомобили юкхонасида одам ташишга рухсат етиладими?,"{""Taqiqlanadi"",""Avtomagistrallarga tegishli bo'lmagan yo'llarda ruxsat etiladi"",""Faqat yukni kuzatib boruvchi shaxslarga shu shart bilanki, ular bortlaridan pastda joylashgan o'tiradigan joy bilan taminlangan bo'lsalar ruxsat etiladi""}","{""Тақиқланади"",""Автомагистралларга тегишли бўлмаган ёлларда рухсат етилади"",""Фақат юкни кузатиб борувчи шахсларга шу шарт биланки, улар бортларидан пастда жойлашган ўтирадиган жой билан таминланган бўлсалар рухсат етилади""}",2,https://postimg.cc/Dmfk0bYv,15-BILET,300,,,,
"Agar siz oldinda harakatlanayotgan avtomobilni quvib o'tishga chiqsangiz, ko'rsatilgan hollarning qaysi birida tovush ishorasi berish maqsadga muvofiq?","Агар сиз олдинда ҳаракатланаётган автомобилни қувиб ўтишга чиқсангиз, кўрсатилган ҳолларнинг қайси бирида товуш ишораси бериш мақсадга мувофиқ?","{""Quvib o'tish qorong'i vaqtda bajarilganda"",""Quvib o'tilayo  tgan avtomobil haydovchisi tormoz berishni boshlaganda"",""Quvib o'tilayotgan avtomobil haydovchisi chapga burilish ko'rsatkichini yoqqanda"",""Quvib o'tilayotgan avtomobil haydovchisi o'ngga burilish ko'rsatkichini yoqqanda""}","{""Қувиб ўтиш қоронги вақтда бажарилганда"",""Қувиб ўтилаё  тган автомобил ҳайдовчиси тормоз беришни бошлаганда"",""Қувиб ўтилаётган автомобил ҳайдовчиси чапга бурилиш кўрсаткичини ёққанда"",""Қувиб ўтилаётган автомобил ҳайдовчиси ўнгга бурилиш кўрсаткичини ёққанда""}",2,https://postimg.cc/Dmfk0bYv,15-BILET,300,,,,
Kim yo'l berishi kerak?,Ким ёл бериши керак?,"{""Yuk avtomobil haydovchisi"",""Engil avtomobil haydovchisi""}","{""Юк автомобил ҳайдовчиси"",""Енгил автомобил ҳайдовчиси""}",0,https://ptest.uz/images/71fcdf45-4924-41fa-8f8a-e0e4533e5b38.webp,15-BILET,300,,,,
"Bu belgilar amal qiladigan hududda ""Nogiron"" taniqli belgisi bilan belgilangan avtomobilga to'xtashga ruxsat etiladimi?","Бу белгилар амал қиладиган ҳудудда ""Ногирон"" таниқли белгиси билан белгиланган автомобилга тўхташга рухсат етиладими?","{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат етилади"",""Тақиқланади""}",0,https://ptest.uz/images/b8acb676-c15d-4fa5-8587-36f99f633816.webp,16-BILET,300,,,,
Bu yo'l belgisi oldinda nima borligidan ogohlantiradi?,Бу ёл белгиси олдинда нима борлигидан огоҳлантиради?,"{""Ko'prik yoki solda kechimi bo'lmagan suv to'siqli yo'l qismi borligidan"",""Suv to'siqli yo'l qismida ochib qo'yiladigan ko'prik borligidan"",""Yo'l anhor yoqasiga yoki biror-bir suv havzasining qirg'og'iga chiqiladigan joyi borligidan""}","{""Кўприк ёки солда кечими бўлмаган сув тўсиқли ёл қисми борлигидан"",""Сув тўсиқли ёл қисмида очиб қўйиладиган кўприк борлигидан"",""Ёл анҳор ёқасига ёки бирор-бир сув ҳавзасининг қирғоғига чиқиладиган жойи борлигидан""}",2,https://ptest.uz/images/5be81a83-965f-48d6-bd41-65ba0341e9aa.webp,16-BILET,300,,,,
Avtomagistralda boshqarishni o'rganish:,Автомагистралда бошқаришни ўрганиш:,"{""70 km/s. dan ortmagan tezlik bilan ruxsat berilgan"",""Boshqarishni o'rgatuvchi yo'riqchi bilan bo'lgan o'rganuvchida etarli boshqarish malakasi bo'lganda 60 km/soatdan ortiq bo'lmagan tezlikka ruxsat etilgan"",""Taqiqlangan"",""Agar o'rganilayotgan mexanik transport vositasida taniqli belgilari qayd etilgan bo'lsa, ruxsat etilgan""}","{""70 км/с. дан ортмаган тезлик билан рухсат берилган"",""Бошқаришни ўргатувчи ёриқчи билан бўлган ўрганувчида етарли бошқариш малакаси бўлганда 60 км/соатдан ортиқ бўлмаган тезликка рухсат етилган"",""Тақиқланган"",""Агар ўрганилаётган механик транспорт воситасида таниқли белгилари қайд етилган бўлса, рухсат етилган""}",2,https://postimg.cc/Dmfk0bYv,16-BILET,300,,,,
Engil avtomobillarning oldingi o'rindig'ida bolalarni tashishga ruxsat etiladimi?,Енгил автомобилларнинг олдинги ўриндиғида болаларни ташишга рухсат етиладими?,"{""7 yoshdan kichik bo'lmagan bolalarni tashishga ruxsat etiladi"",""12 yosh va undan katta bo'lgan bolalarni tashishga ruxsat etiladi"",""Katta yoshli yo'lovchi bo'lganda yoshidan qatiy nazar ruxsat etiladi""}","{""7 ёшдан кичик бўлмаган болаларни ташишга рухсат етилади"",""12 ёш ва ундан катта бўлган болаларни ташишга рухсат етилади"",""Катта ёшли ёловчи бўлганда ёшидан қатий назар рухсат етилади""}",1,https://postimg.cc/Dmfk0bYv,16-BILET,300,,,,
Engil avtomobil haydovchilarining qaysi biri aholi punktlarida harakatlanish qoidalarini buzmoqda?,Енгил автомобил ҳайдовчиларининг қайси бири аҳоли пунктларида ҳаракатланиш қоидаларини бузмоқда?,"{""Faqat \""?\"" avtomobil haydovchisi"",""Ikkalasi ham buzmoqda"",""Ikkalasi ham buzmayapti""}","{""Фақат \""?\"" автомобил ҳайдовчиси"",""Иккаласи ҳам бузмоқда"",""Иккаласи ҳам бузмаяпти""}",2,https://ptest.uz/images/f8f8d5ba-0b89-41a2-bda7-597de7d05c13.webp,16-BILET,300,,,,
Avtomobillar chorrahani quyidagi tartibda kesib o'tadi:,Автомобиллар чорраҳани қуйидаги тартибда кесиб ўтади:,"{""Qizil chorrahaga kiradi va ko'k avtomobilni o'tkazib yuborish uchun to'xtaydi va ayni vaqtda yashil avtomobil chorrahani kesib o'tadi; ko'k; qizil burilishni tugallaydi"",""Qizil, ko'k, yashil"",""Ko'k, yashil, qizil""}","{""Қизил чорраҳага киради ва кўк автомобилни ўтказиб юбориш учун тўхтайди ва айни вақтда яшил автомобил чорраҳани кесиб ўтади; кўк; қизил бурилишни тугаллайди"",""Қизил, кўк, яшил"",""Кўк, яшил, қизил""}",0,https://ptest.uz/images/25d598b7-eb32-4a14-be95-8aaa6963ab9f.webp,16-BILET,300,,,,
Avtomobil haydovchisi quvib o'tishni qaysi yo'nalish bo'yicha to'g'ri bajaradi?,Автомобил ҳайдовчиси қувиб ўтишни қайси ёналиш бўйича тўғри бажаради?,"{""\""?\"" yo'nalishi bo'yicha"",""\""?\"" yo'nalishi bo'yicha"",""\""?\"" va \""?\"" yo'nalishi bo'yicha""}","{""\""?\"" ёналиши бўйича"",""\""?\"" ёналиши бўйича"",""\""?\"" ва \""?\"" ёналиши бўйича""}",1,https://ptest.uz/images/70f55e7c-9fdd-488f-8dd0-26a727fd9d6d.webp,16-BILET,300,,,,
Chorrahani uchinchi bo'lib kim o'tadi?,Чорраҳани учинчи бўлиб ким ўтади?,"{""Yashil avtomobil"",""Ko'k avtomobil"",""Qizil avtomobil""}","{""Яшил автомобил"",""Кўк автомобил"",""Қизил автомобил""}",1,https://ptest.uz/images/767603c9-93d5-4a22-a9ab-6b87ff989cf9.webp,16-BILET,300,,,,
Qaysi belgi yo'lning xavfli burilishiga yaqinlashayotgani haqida ogohlantiradi?,Қайси белги ёлнинг хавфли бурилишига яқинлашаётгани ҳақида огоҳлантиради?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",1,https://ptest.uz/images/6aa2e17d-05e4-4dc8-9b1c-0d1e383a3a97.webp,16-BILET,300,,,,
Bu belgi nimani bildiradi?,Бу белги нимани билдиради?,"{""To'la vazni 3,5 t dan ortiq bo'lgan yuk avtomobilining majburiy harakat yo'nalishini"",""Faqat yuk avtomobillari uchun harakat yo'nalishini"",""Yuk avtomobillari, traktorlar, o'ziyurar mashinalar uchun, agar chorrahada ularning harakati yo'nalishlardan biriga taqiqlangan bo'lsa, tavsiya etiladigan harakat yo'nalishini"",""Shaharlararo yuk tashuvchi yuk avtomillarining harakat yo'nalishini""}","{""Тўла вазни 3,5 т дан ортиқ бўлган юк автомобилининг мажбурий ҳаракат ёналишини"",""Фақат юк автомобиллари учун ҳаракат ёналишини"",""Юк автомобиллари, тракторлар, ўзиюрар машиналар учун, агар чорраҳада уларнинг ҳаракати ёналишлардан бирига тақиқланган бўлса, тавсия етиладиган ҳаракат ёналишини"",""Шаҳарлараро юк ташувчи юк автомилларининг ҳаракат ёналишини""}",2,https://ptest.uz/images/8dd124bb-b5a0-4205-8818-ba5d4f391e15.webp,16-BILET,300,,,,
Haydovchi avtopoezd harakatining eng keng bo'lagini aniqlashda nimani hisobga olishi kerak?,Ҳайдовчи автопоезд ҳаракатининг енг кенг бўлагини аниқлашда нимани ҳисобга олиши керак?,"{""Faqat kengligi bo'yicha avtopoezdning o'lchamlarini"",""Kengligi bo'yicha transport vositasining o'lchamlarini, shuningdek tirkamaning chayqalishini hamda uning burilish markaziga siljishini""}","{""Фақат кенглиги бўйича автопоезднинг ўлчамларини"",""Кенглиги бўйича транспорт воситасининг ўлчамларини, шунингдек тиркаманинг чайқалишини ҳамда унинг бурилиш марказига силжишини""}",1,https://postimg.cc/Dmfk0bYv,16-BILET,300,,,,
Avtomobillar chorrahani quyidagi tartibda kesib o'tadilar:,Автомобиллар чорраҳани қуйидаги тартибда кесиб ўтадилар:,"{""Yashil; ko'k; qizil"",""Ko'k; qizil; yashil"",""Ko'k bilan yashil bir vaqtda, qizil""}","{""Яшил; кўк; қизил"",""Кўк; қизил; яшил"",""Кўк билан яшил бир вақтда, қизил""}",1,https://ptest.uz/images/0e6e4fa1-0176-4d34-a571-61957580146b.webp,16-BILET,300,,,,
Haydovchi harakat tezligini tanlashda nimani hisobga olishi kerak?,Ҳайдовчи ҳаракат тезлигини танлашда нимани ҳисобга олиши керак?,"{""Harakatning serqatnovligini, transport vositasi va yukning hususiyati va holatini"",""Yo'l va ob-havo   sharoitini"",""Barcha sanab o'tilgan omillarni""}","{""Ҳаракатнинг серқатновлигини, транспорт воситаси ва юкнинг ҳусусияти ва ҳолатини"",""Ёл ва об-ҳаво   шароитини"",""Барча санаб ўтилган омилларни""}",2,https://postimg.cc/Dmfk0bYv,16-BILET,300,,,,
Quruq yo'lda darhol to'xtash uchun nima qilish lozim?,Қуруқ ёлда дарҳол тўхташ учун нима қилиш лозим?,"{""Ulagichni ajratish, shundan keyin darhol tormoz pedalini bosish"",""Uzatmani almashtirish va tormoz pedalini keskin bosish"",""Tormoz pedalini ulagichni ajratmasdan bosish""}","{""Улагични ажратиш, шундан кейин дарҳол тормоз педалини босиш"",""Узатмани алмаштириш ва тормоз педалини кескин босиш"",""Тормоз педалини улагични ажратмасдан босиш""}",2,https://postimg.cc/Dmfk0bYv,16-BILET,300,,,,
Engil avtomobil haydovchisi qanday qoidalarni buzdi?,Енгил автомобил ҳайдовчиси қандай қоидаларни бузди?,"{""Faqat to'xtash qoidalarini"",""To'xtash va to'xtab turish qoidalarini""}","{""Фақат тўхташ қоидаларини"",""Тўхташ ва тўхтаб туриш қоидаларини""}",1,https://ptest.uz/images/af66e58c-a5a9-4d0b-8bf9-56b5cf0846a1.webp,16-BILET,300,,,,
Qaysi yo'ldan harakatlanishga ruxsat etilgan?,Қайси ёлдан ҳаракатланишга рухсат етилган?,"{""\""?\"""",""\""B\"""",""\""?\"" va \""B\""""}","{""\""?\"""",""\""Б\"""",""\""?\"" ва \""Б\""""}",2,https://ptest.uz/images/651f5856-3def-4f5b-a293-3b1352a423b7.webp,16-BILET,300,,,,
Yo'l yoqasi mavjud bo'lganda haydovchi transport vositasini qaerda to'xtatishi kerak?,Ёл ёқаси мавжуд бўлганда ҳайдовчи транспорт воситасини қаерда тўхтатиши керак?,"{""Qatnov qismining chetida"",""Yo'l chekkasida, yo'l yoqasidan 0,5 m masofada"",""Yo'l yoqasi ustida""}","{""Қатнов қисмининг четида"",""Ёл чеккасида, ёл ёқасидан 0,5 м масофада"",""Ёл ёқаси устида""}",2,https://postimg.cc/Dmfk0bYv,16-BILET,300,,,,
