question,question_cyrl,answers,answers_cyrl,correct_answer,image_url,category,time_limit,audio_url,audio_url_cyrl,explanation_text,explanation_text_cyrl
Bu joyda avtobusni quvib o'tishga ruxsat etiladimi?,Бу жойда автобусни қувиб ўтишга рухсат этиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат этилади"",""Тақиқланади""}",0,https://ptest.uz/images/bc86a1bf-f33b-41ba-99cf-866b94452b9d.webp,Bilet 31-40,300,,,,
Qaysi belgi «Bir tomonlama harakatlanish yo'lining oxiri» deb ataladi?,Қайси белги «Бир томонлама ҳаракатланиш йўлининг охири» деб аталади?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",3,https://ptest.uz/images/53530209-90c9-4c27-9028-12c8fde864d5.webp,Bilet 31-40,300,,,,
Bu chorrahada chapga burilishga ruxsat etiladimi?,Бу чорраҳада чапга бурилишга рухсат этиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат этилади"",""Тақиқланади""}",0,https://ptest.uz/images/67be0f2c-bf8a-4211-80f1-b88ab9ed4788.webp,Bilet 31-40,300,,,,
Ko'k avtomobil chorrahani nechanchi bo'lib kesib o'tadi?,Кўк автомобил чорраҳани нечанчи бўлиб кесиб ўтади?,"{""Birinchi bo'lib"",""Ikkinchi bo'lib"",""Uchinchi bo'lib"",""To'rtinchi bo'lib"",""Oxirgi bo'lib""}","{""Биринчи бўлиб"",""Иккинчи бўлиб"",""Учинчи бўлиб"",""Тўртинчи бўлиб"",""Охирги бўлиб""}",3,https://ptest.uz/images/87a69858-aa5a-4ade-b031-ec11b4d0394b.webp,Bilet 31-40,300,,,,
Mopedlarni shatakka olishga ruxsat etiladimi?,Мопедларни шатакка олишга рухсат этиладими?,"{""Ruxsat etiladi"",""Qattiq qoplamasiz yo'l bo'ylab faqat kunning yorug' vaqtida ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат этилади"",""Қаттиқ қопламасиз йўл бўйлаб фақат куннинг ёруғ вақтида рухсат этилади"",""Тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
"Qo'l jarohatlanganda jabrlanuvchining ko'ylagi, kiyimi qanday yechilsa to'g'ri bo'ladi?","Қўл жароҳатланганда жабрланувчининг кўйлаги, кийими қандай ечилса тўғри бўлади?","{""Kiyim-boshni yechishni kasal qo'ldan boshlash, so'ng sog' qo'lni bo'shatish"",""Kiyim-boshni ikkala qo'ldan bir vaqtda yechish"",""Kiyim-boshni yechishni sog' qo'ldan boshlash, so'ng kasal qo'lni bo'shatish""}","{""Кийим-бошни ечишни касал қўлдан бошлаш, сўнг соғ қўлни бўшатиш"",""Кийим-бошни иккала қўлдан бир вақтда ечиш"",""Кийим-бошни ечишни соғ қўлдан бошлаш, сўнг касал қўлни бўшатиш""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Qaysi transport vositalariga bu belgi o'rnatilgan yo'l bo'ylab harakatlanishga ruxsat etilgan?,Қайси транспорт воситаларига бу белги ўрнатилган йўл бўйлаб ҳаракатланишга рухсат этилган?,"{""Mexanik transport vositalariga"",""Barcha transport vositalariga"",""Avtomobillarga, avtobuslarga va mototsikllarga"",""Yuqori tezligi 40 km/s dan kam bo'lmagan transport vositalariga""}","{""Механик транспорт воситаларига"",""Барча транспорт воситаларига"",""Автомобилларга, автобусларга ва мотоциклларга"",""Юқори тезлиги 40 км/с дан кам бўлмаган транспорт воситаларига""}",2,https://ptest.uz/images/f2f99a0d-89fc-4567-a19f-8fe24a00e298.webp,Bilet 31-40,300,,,,
Chorrahani birinchi bo'lib kim kesib o'tadi?,Чорраҳани биринчи бўлиб ким кесиб ўтади?,"{""Yashil avtomobil"",""Qizil avtomobil"",""Ko'k avtomobil""}","{""Яшил автомобил"",""Қизил автомобил"",""Кўк автомобил""}",0,https://ptest.uz/images/ac16a55d-cf10-4de5-9e02-77643059cf0a.webp,Bilet 31-40,300,,,,
Qaysi transport vositalarining haydovchilari to'xtab turish qoidasini buzdilar?,Қайси транспорт воситаларининг ҳайдовчилари тўхтаб туриш қоидасини буздилар?,"{""«A» va «B»"",""Faqat «G»"",""«B» va «G»"",""«V» va «G»"",""«B», «V» va «G»""}","{""«А» ва «Б»"",""Фақат «Г»"",""«Б» ва «Г»"",""«В» ва «Г»"",""«Б», «В» ва «Г»""}",4,https://ptest.uz/images/d10c0900-e2f4-4a89-8c66-652376a4b6ae.webp,Bilet 31-40,300,,,,
N2; N3; O3; O4; M2; M3 toifadagi avtotransport vositalarining orqa devoriga yozilishi kerak?,N2; N3; О3; О4; М2; М3 тоифадаги автотранспорт воситаларининг орқа деворига ёзилиши керак?,"{""Transport vositasining tegishligi haqida taniqlik belgisi"",""Yaxshi ko'rinadigan raqam belgisi"",""Taniqlik va raqam belgilari""}","{""Транспорт воситасининг тегишлиги ҳақида таниқлик белгиси"",""Яхши кўринадиган рақам белгиси"",""Таниқлик ва рақам белгилари""}",1,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Bu yo'l belgisi nimani bildiradi?,Бу йўл белгиси нимани билдиради?,"{""40 km/s dan kam tezlikda ketayotgan yakka, yon kajavasi bo'lmagan ikki g'ildirakli mototsikllar va velosipedlardan tashqari barcha mexanik transport vositalarini quvib o'tish taqiqlanadi"",""Ruxsat etilgan to'la vazni 3,5 t dan ziyod bo'lgan yuk avtomobili bilan 40 km/s dan kam tezlikda ketayotgan yakka transport vositalaridan tashqari barcha transport vositalarini quvib o'tish taqiqlanadi""}","{""40 км/с дан кам тезликда кетаётган якка, ён кажаваси бўлмаган икки ғилдиракли мотоцикллар ва велосипедлардан ташқари барча механик транспорт воситаларини қувиб ўтиш тақиқланади"",""Рухсат этилган тўла вазни 3,5 т дан зиёд бўлган юк автомобили билан 40 км/с дан кам тезликда кетаётган якка транспорт воситаларидан ташқари барча транспорт воситаларини қувиб ўтиш тақиқланади""}",1,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Transport vositalarining tezligi texnik tavsifnomasiga yoki holatiga ko'ra 40 km/s dan kam bo'lganda avtomagistral bo'ylab harakatlanishga ruxsat etiladimi?,Транспорт воситаларининг тезлиги техник тавсифномасига ёки ҳолатига кўра 40 км/с дан кам бўлганда автомагистрал бўйлаб ҳаракатланишга рухсат этиладими?,"{""Ikkinchi bo'lakdan nariga o'tmaganda ruxsat etiladi"",""Taqiqlanadi"",""Agar «Eng kam tezlik» belgisi o'rnatilmagan bo'lsa ruxsat etiladi""}","{""Иккинчи бўлакдан нарига ўтмаганда рухсат этилади"",""Тақиқланади"",""Агар «Энг кам тезлик» белгиси ўрнатилмаган бўлса рухсат этилади""}",1,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
«Falokat» yorug'lik ishoralari yoqilishi kerak:,«Фалокат» ёруғлик ишоралари ёқилиши керак:,"{""To'xtash taqiqlangan joylarda majburiy to'xtaganda"",""Yo'l-trancport hodisasi ro'y berganda"",""Yo'lning yoritilmagan qismlarida to'xtaganda va to'xtab turganda yoki ko'rinish yetarli bo'lmagan sharoitda gabarit yoki to'xtab turish chiroqlari nosoz bo'lganda"",""Sanab o'tilgan barcha hollarda""}","{""Тўхташ тақиқланган жойларда мажбурий тўхтаганда"",""Йўл-транcпорт ҳодисаси рўй берганда"",""Йўлнинг ёритилмаган қисмларида тўхтаганда ва тўхтаб турганда ёки кўриниш етарли бўлмаган шароитда габарит ёки тўхтаб туриш чироқлари носоз бўлганда"",""Санаб ўтилган барча ҳолларда""}",3,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Chorrahani ikkinchi bo'lib kim kesib o'tadi?,Чорраҳани иккинчи бўлиб ким кесиб ўтади?,"{""Yashil avtomobil"",""Ko'k avtomobil"",""Qizil avtomobil""}","{""Яшил автомобил"",""Кўк автомобил"",""Қизил автомобил""}",0,https://ptest.uz/images/9f57036a-e016-4b64-b69a-4f700837ae39.webp,Bilet 31-40,300,,,,
Harakat tezligini tanlashda haydovchiga taqiqlanadi?,Ҳаракат тезлигини танлашда ҳайдовчига тақиқланади?,"{""Ushbu qoidalarga muvofiq ravishda transport vositasiga o'rnatilgan taniqli belgida ko'rsatilgan tezlikdan oshirish"",""Keskin tormoz berish, agar bu harakatlanish xavfsizligini taminlash uchun talab qilinmasa"",""Ikkala sanab o'tilgan harakat taqiqlanadi""}","{""Ушбу қоидаларга мувофиқ равишда транспорт воситасига ўрнатилган таниқли белгида кўрсатилган тезликдан ошириш"",""Кескин тормоз бериш, агар бу ҳаракатланиш хавфсизлигини таъминлаш учун талаб қилинмаса"",""Иккала санаб ўтилган ҳаракат тақиқланади""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
«Reaktsiya vaqti» tushunchasi nimani bildiradi?,«Реакция вақти» тушунчаси нимани билдиради?,"{""Haydovchi xavfni ko'rgan paytdan aniq harakatlarni bo'lguncha o'tilgan vaqt"",""Haydovchining tormoz berishni boshlagan paytdan transport vositasining to'la to'xtagunicha vaqtni""}","{""Ҳайдовчи хавфни кўрган пайтдан аниқ ҳаракатларни бўлгунча ўтилган вақт"",""Ҳайдовчининг тормоз беришни бошлаган пайтдан транспорт воситасининг тўла тўхтагунича вақтни""}",0,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
O'tish navbati qaysi javobda to'g'ri ko'rsatilgan?,Ўтиш навбати қайси жавобда тўғри кўрсатилган?,"{""Mototsikl, avtobus, yuk avtomobili"",""Avtobus, mototsikl, yuk avtomobili"",""Avtobus, yuk avtomobili, mototsikl""}","{""Мотоцикл, автобус, юк автомобили"",""Автобус, мотоцикл, юк автомобили"",""Автобус, юк автомобили, мотоцикл""}",0,https://ptest.uz/images/46688fff-6ecf-4e98-a7db-0f1510b67d43.webp,Bilet 31-40,300,,,,
Avtomobillar chorrahani quyidagi tartibda kesib o'tadi:,Автомобиллар чорраҳани қуйидаги тартибда кесиб ўтади:,"{""Qizil chorrahaga chiqadi va ko'kni o'tkazib yuborish uchun to'xtaydi; yashil; ko'k va qizil burilishni tugallaydi"",""Yashil, ko'k, qizil"",""Qizil, ko'k, yashil""}","{""Қизил чорраҳага чиқади ва кўкни ўтказиб юбориш учун тўхтайди; яшил; кўк ва қизил бурилишни тугаллайди"",""Яшил, кўк, қизил"",""Қизил, кўк, яшил""}",0,https://ptest.uz/images/2dad04f2-3868-402c-be5f-03107a414905.webp,Bilet 31-40,300,,,,
"Trotuar yoki piyodalar yo'lkasi bo'lmaganda, piyodalar velosiped yo'lkasi bo'ylab harakat qila oladilarmi?","Тротуар ёки пиёдалар йўлкаси бўлмаганда, пиёдалар велосипед йўлкаси бўйлаб ҳаракат қила оладиларми?","{""Harakat qila oladilar"",""Agar velosipedlarning harakatlanishini qiyinlashtirmasa, harakat qila oladilar"",""Harakat qila olmaydilar""}","{""Ҳаракат қила оладилар"",""Агар велосипедларнинг ҳаракатланишини қийинлаштирмаса, ҳаракат қила оладилар"",""Ҳаракат қила олмайдилар""}",0,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Mazkur svetofor harakatlanishni tartibga solish uchun qo'llaniladi:,Мазкур светофор ҳаракатланишни тартибга солиш учун қўлланилади:,"{""Tramvaylarga va avtobuslarga"",""Faqat tramvaylarga"",""Tramvaylarga, shuningdek alohida bo'lakdan yuradigan belgilangan yo'nalishdagi boshqa transport vositalarini harakatini tartibga soladi""}","{""Трамвайларга ва автобусларга"",""Фақат трамвайларга"",""Трамвайларга, шунингдек алоҳида бўлакдан юрадиган белгиланган йўналишдаги бошқа транспорт воситаларини ҳаракатини тартибга солади""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Qatnov qismiga bevosita tutashgan trotuar chetida unga to'la yoki qisman chiqish bilan to'xtab turishga ruxsat etiladimi?,Қатнов қисмига бевосита туташган тротуар четида унга тўла ёки қисман чиқиш билан тўхтаб туришга рухсат этиладими?,"{""Faqat yengil avtomobillarga va mototsikllarga to'xtab turishga tegishli yo'l belgilari o'rnatilgan joylarda ruxsat etiladi"",""Ruxsat etilgan to'la vazni 3,5 t dan ziyod bo'lgan faqat yuk avtomobillariga taqiqlanadi"",""Barcha transport vositalariga taqiqlanadi""}","{""Фақат енгил автомобилларга ва мотоциклларга тўхтаб туришга тегишли йўл белгилари ўрнатилган жойларда рухсат этилади"",""Рухсат этилган тўла вазни 3,5 т дан зиёд бўлган фақат юк автомобилларига тақиқланади"",""Барча транспорт воситаларига тақиқланади""}",0,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Qizil avtomobil chorrahani nechanchi bo'lib kesib o'tadi?,Қизил автомобил чорраҳани нечанчи бўлиб кесиб ўтади?,"{""Ikkinchi bo'lib, ayni vaqtda ko'k bilan birga"",""Ikkinchi bo'lib, sariqdan keyin"",""Uchinchi bo'lib, yashil, sariqdan keyin""}","{""Иккинчи бўлиб, айни вақтда кўк билан бирга"",""Иккинчи бўлиб, сариқдан кейин"",""Учинчи бўлиб, яшил, сариқдан кейин""}",0,https://ptest.uz/images/6b586770-8baf-40b4-8d60-919498347f7c.webp,Bilet 31-40,300,,,,
Qoidalarning qanday hollarida tumanga qarshi orqa chiroqlarni qo'llashga ruxsat beriladi?,Қоидаларнинг қандай ҳолларида туманга қарши орқа чироқларни қўллашга рухсат берилади?,"{""Transport vositasi bilan shatakka olganda"",""Saf tarkibida harakatlanganda"",""Kunning qorong'i vaqtida"",""Yetarlicha ko'rinmaydigan sharoitda qo'llash mumkin"",""Sanab o'tilgan barcha hollarda""}","{""Транспорт воситаси билан шатакка олганда"",""Саф таркибида ҳаракатланганда"",""Куннинг қоронғи вақтида"",""Етарлича кўринмайдиган шароитда қўллаш мумкин"",""Санаб ўтилган барча ҳолларда""}",3,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Qanday hollarda transport vositasidan foydalanishga ruxsat etiladi?,Қандай ҳолларда транспорт воситасидан фойдаланишга рухсат этилади?,"{""Transport vositasining tashqi yuzasiga qonun hujjatlariga mos kelmaydigan va harakat xavfsizligiga salbiy tasir ko'rsatadigan turli xil tasvirlar tushurilgan bo'lsa"",""Gaz taminlash tizimi bilan jihozlangan avtobus va avtomobil gaz ballonlarining tashqi tomonida ko'rsatilgan texnik ko'rsatkichlar (parametrlar) texnik pasportdagi malumotlarga (ko'rsatkichlarga) mos kelsa, oxirgi va rejalashtirilgan tekshirishlarning sanasi bo'lsa"",""Ishlab chiqaruvchi korxona tomonidan ko'zda tutilmagan hollarda kuzov (kabina) bir necha xil rangga bo'yalgan bo'lsa (maxsus transport vositalari bundan mustasno)""}","{""Транспорт воситасининг ташқи юзасига қонун ҳужжатларига мос келмайдиган ва ҳаракат хавфсизлигига салбий таъсир кўрсатадиган турли хил тасвирлар тушурилган бўлса"",""Газ таъминлаш тизими билан жиҳозланган автобус ва автомобиль газ баллонларининг ташқи томонида кўрсатилган техник кўрсаткичлар (параметрлар) техник паспортдаги маълумотларга (кўрсаткичларга) мос келса, охирги ва режалаштирилган текширишларнинг санаси бўлса"",""Ишлаб чиқарувчи корхона томонидан кўзда тутилмаган ҳолларда кузов (кабина) бир неча хил рангга бўялган бўлса (махсус транспорт воситалари бундан мустасно)""}",1,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
"Agar haydovchi transport vositasining eshigini ochishga va undan chiqishga qaror qilsa, unga nima taqiqlanadi?","Агар ҳайдовчи транспорт воситасининг эшигини очишга ва ундан чиқишга қарор қилса, унга нима тақиқланади?","{""Harakatlanish serqatnov bo'lgan yo'llarda turgan transport vositasining eshigini ochish taqiqlanadi"",""Harakatlanish serqatnov bo'lgan yo'llarda haydovchi eshigini ochish taqiqlanadi. O'z joyidan yo'lovchi eshigi orqali chiqadi"",""Turgan transport vositasining eshigini ochish taqiqlanadi; agar bu xavf tug'dirsa va harakatlanishning boshqa ishtirokchilariga xalaqit bersa""}","{""Ҳаракатланиш серқатнов бўлган йўлларда турган транспорт воситасининг эшигини очиш тақиқланади"",""Ҳаракатланиш серқатнов бўлган йўлларда ҳайдовчи эшигини очиш тақиқланади. Ўз жойидан йўловчи эшиги орқали чиқади"",""Турган транспорт воситасининг эшигини очиш тақиқланади; агар бу хавф туғдирса ва ҳаракатланишнинг бошқа иштирокчиларига халақит берса""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Bunday avtopoezdning ko'prikdan o'tishiga ruxsat etiladimi?,Бундай автопоезднинг кўприкдан ўтишига рухсат этиладими?,"{""Ruxsat etiladi"",""Taqiqlanadi""}","{""Рухсат этилади"",""Тақиқланади""}",1,https://ptest.uz/images/7e71d700-3c44-486c-8cc0-10a74c61ff3d.webp,Bilet 31-40,300,,,,
Sanab o'tilganlardan qaysi joylarda transport vositalarining to'xtashi va to'xtab turishi taqiqlanadi?,Санаб ўтилганлардан қайси жойларда транспорт воситаларининг тўхташи ва тўхтаб туриши тақиқланади?,"{""Darvozadan chiqish joylarida"",""Tramvay yo'llarida"",""Tramvay yo'llaridan bevosita yaqinroqda, agar bu tramvaylarning harakatiga to'sqinlik qilsa"",""Barcha ko'rsatilgan joylarda""}","{""Дарвозадан чиқиш жойларида"",""Трамвай йўлларида"",""Трамвай йўлларидан бевосита яқинроқда, агар бу трамвайларнинг ҳаракатига тўсқинлик қилса"",""Барча кўрсатилган жойларда""}",3,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Qaysi belgi bilan xavfli yo'lning uzunligi ko'rsatiladi?,Қайси белги билан хавфли йўлнинг узунлиги кўрсатилади?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",3,https://ptest.uz/images/383c54b1-a242-4c1c-9d8a-70a1fd2454ef.webp,Bilet 31-40,300,,,,
Bu belgilar nimani bildiradi?,Бу белгилар нимани билдиради?,"{""«Nogiron» taniqli belgisi bo'lgan avtomobillar uchun 30 m dan keyin to'xtab turish joyiga kelishini"",""Motokajavalardan tashqari transport vositalari uchun 30 m li hududdagi to'xtab turish joyini"",""«Nogiron» taniqli belgisi bo'lgan motokajava va avtomobillar uchun 30 m li hududdagi to'xtab turish joyini""}","{""«Ногирон» таниқли белгиси бўлган автомобиллар учун 30 м дан кейин тўхтаб туриш жойига келишини"",""Мотокажавалардан ташқари транспорт воситалари учун 30 м ли ҳудуддаги тўхтаб туриш жойини"",""«Ногирон» таниқли белгиси бўлган мотокажава ва автомобиллар учун 30 м ли ҳудуддаги тўхтаб туриш жойини""}",2,https://ptest.uz/images/c7112915-8c56-448d-b8f6-97580222b5b8.webp,Bilet 31-40,300,,,,
Ishqalanish koeffitsientiga shinalarni siyqalanib ketgan protektori qanday tasir qiladi?,Ишқаланиш коэффициентига шиналарни сийқаланиб кетган протектори қандай таъсир қилади?,"{""Ishqalanish koeffitsienti oshadi"",""Ishqalanish koeffitsienti o'zgarmaydi"",""Ishqalanish koeffitsienti kamayadi""}","{""Ишқаланиш коэффициенти ошади"",""Ишқаланиш коэффициенти ўзгармайди"",""Ишқаланиш коэффициенти камаяди""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Yuk avtomobili haydovchisi rasmda ko'rsatilgan holatda maxsus tovush ishorasini eshitib yoki miltillovchi ishorani ko'rib nima qilishi kerak?,Юк автомобили ҳайдовчиси расмда кўрсатилган ҳолатда махсус товуш ишорасини эшитиб ёки милтилловчи ишорани кўриб нима қилиши керак?,"{""Qatnov qismidagi o'z bo'lagi bo'ylab harakatni davom ettirish"",""Haydovchi maxsus tovushli ishoralarini yoqqan holda yaqinlashib kelayotgan transport vositalariga yo'l berishlari, zarur bo'lgan hollarda ularning to'siqsiz o'tib ketishlari uchun o'zlarini yo'lning o'ng tomoniga olib to'xtashlari shart""}","{""Қатнов қисмидаги ўз бўлаги бўйлаб ҳаракатни давом эттириш"",""Ҳайдовчи махсус товушли ишораларини ёққан ҳолда яқинлашиб келаётган транспорт воситаларига йўл беришлари, зарур бўлган ҳолларда уларнинг тўсиқсиз ўтиб кетишлари учун ўзларини йўлнинг ўнг томонига олиб тўхташлари шарт""}",1,https://ptest.uz/images/621e89d0-0a68-4cf8-8364-6046bf1adefa.webp,Bilet 31-40,300,,,,
Piyodalar qatnov qismining chetidan qanday yurishlari kerak?,Пиёдалар қатнов қисмининг четидан қандай юришлари керак?,"{""Yo'l harakat qismining chetidan harakatlanayotgan transport vositalariga qarshi"",""Yo'l yoqasidan yoki qatnov qismining chetidan transport vositalarining harakati bo'ylab"",""Har qanday yo'nalishda""}","{""Йўл ҳаракат қисмининг четидан ҳаракатланаётган транспорт воситаларига қарши"",""Йўл ёқасидан ёки қатнов қисмининг четидан транспорт воситаларининг ҳаракати бўйлаб"",""Ҳар қандай йўналищда""}",0,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Bolalarni tashishda transport vositasi qaysi taniqli belgisi bilan belgilanadi?,Болаларни ташишда транспорт воситаси қайси таниқли белгиси билан белгиланади?,"{""1"",""2"",""3""}","{""1"",""2"",""3""}",2,https://ptest.uz/images/2fd16516-c912-4516-957c-a2584e0eefab.webp,Bilet 31-40,300,,,,
"Yengil avtomobilning oldingi o'rindig'ida bolalarni ushlab turuvchi maxsus qurilma o'rnatilmagan bo'lsa, ularni tashish qaysi yoshdan ruxsat etiladi?","Енгил автомобилнинг олдинги ўриндиғида болаларни ушлаб турувчи махсус қурилма ўрнатилмаган бўлса, уларни ташиш қайси ёшдан рухсат этилади?","{""5 yosh"",""6 yosh"",""8 yosh"",""10 yosh"",""12 yosh""}","{""5 ёш"",""6 ёш"",""8 ёш"",""10 ёш"",""12 ёш""}",4,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Ko'rsatilgan belgilardan qaysinisi orqaga harakatlanishni taqiqlaydi?,Кўрсатилган белгилардан қайсиниси орқага ҳаракатланишни тақиқлайди?,"{""1"",""2"",""3"",""4"",""5""}","{""1"",""2"",""3"",""4"",""5""}",0,https://ptest.uz/images/cb6ebbba-d534-4e8d-9727-2304566cee79.webp,Bilet 31-40,300,,,,
Tik cho'zilgan qiyaliklarda ajratilgan uzatma bilan avtomobilni uzoq tormozlashning qanday xavfi bor?,Тик чўзилган қияликларда ажратилган узатма билан автомобилни узоқ тормозлашнинг қандай хавфи бор?,"{""Shinalarning shikastlanishi ortadi"",""Ulagich qismlarining shikastlanishi ortadi"",""Tormoz qiziydi va ishdan chiqadi""}","{""Шиналарнинг шикастланиши ортади"",""Улагич қисмларининг шикастланиши ортади"",""Тормоз қизийди ва ишдан чиқади""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
O'tish navbati qaysi javobda to'g'ri ko'rsatilgan?,Ўтиш навбати қайси жавобда тўғри кўрсатилган?,"{""Mototsikl, avtobus, yuk avtomobili"",""Avtobus, mototsikl, yuk avtomobili"",""Avtobus, yuk avtomobili, mototsikl""}","{""Мотоцикл, автобус, юк автомобили"",""Автобус, мотоцикл, юк автомобили"",""Автобус, юк автомобили, мотоцикл""}",0,https://ptest.uz/images/46688fff-6ecf-4e98-a7db-0f1510b67d43.webp,Bilet 31-40,300,,,,
35-BILET Qaysi transport vositasining haydovchisi yo'l berishi kerak?,35-BILET Қайси транспорт воситасининг ҳайдовчиси йўл бериши керак?,"{""Traktor haydovchisi"",""Avtobus haydovchisi""}","{""Трактор ҳайдовчиси"",""Автобус ҳайдовчиси""}",0,https://ptest.uz/images/ccd7494d-16ec-4a65-84a4-e1a3b5f9c485.webp,Bilet 31-40,300,,,,
Qishloq xo'jalik ishlari olib boriladigan dalada yuk avtomobili va traktorning harakat traektoriyasi kesishadi. Kim yo'l berishi kerak?,Қишлоқ хўжалик ишлари олиб бориладиган далада юк автомобили ва тракторнинг ҳаракат траекторияси кесишади. Ким йўл бериши керак?,"{""Yuk avtomobili haydovchisi traktor haydovchisiga"",""Traktor haydovchisi yuk avtomobili haydovchisiga"",""O'ng tomonidan transport vositasi yaqinlashayotgan haydovchi"",""O'ng tomondagi haydovchi""}","{""Юк автомобили ҳайдовчиси трактор ҳайдовчисига"",""Трактор ҳайдовчиси юк автомобили ҳайдовчисига"",""Ўнг томонидан транспорт воситаси яқинлашаётган ҳайдовчи"",""Ўнг томондаги ҳайдовчи""}",2,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
Qaysi transport vositasining haydovchisi quvib o'tishni to'g'ri bajaryapti?,Қайси транспорт воситасининг ҳайдовчиси қувиб ўтишни тўғри бажаряпти?,"{""Yashil avtomobil haydovchisi"",""Ko'k avtomobil haydovchisi"",""Ikkala haydovchi to'g'ri bajarmoqda"",""Ikkala haydovchilarga quvib o'tish taqiqlangan""}","{""Яшил автомобил ҳайдовчиси"",""Кўк автомобил ҳайдовчиси"",""Иккала ҳайдовчи тўғри бажармоқда"",""Иккала ҳайдовчиларга қувиб ўтиш тақиқланган""}",0,https://ptest.uz/images/a2938068-b506-49f6-854c-db93438ad588.webp,Bilet 31-40,300,,,,
Chorrahani birinchi bo'lib kesib o'tadi?,Чорраҳани биринчи бўлиб кесиб ўтади?,"{""Yashil avtomobil"",""Qizil avtomobil"",""Ko'k avtomobil""}","{""Яшил автомобил"",""Қизил автомобил"",""Кўк автомобил""}",0,https://ptest.uz/images/1ef09f73-aefd-4684-9af9-5e84c5c12bcf.webp,Bilet 31-40,300,,,,
Transport vositalari chorrahani quyidagi tartibda kesib o'tadi:,Транспорт воситалари чорраҳани қуйидаги тартибда кесиб ўтади:,"{""Yengil avtomobil, avtobus, tramvay"",""Tramvay, avtobus, yengil avtomobil"",""Tramvay, yengil avtomobil, avtobus""}","{""Енгил автомобил, автобус, трамвай"",""Трамвай, автобус, енгил автомобил"",""Трамвай, енгил автомобил, автобус""}",2,https://ptest.uz/images/b969798a-2389-464a-b056-31b284bd51ad.webp,Bilet 31-40,300,,,,
Belgi ostidagi qo'shimcha axborot belgisi nimani anglatadi?,Белги остидаги қўшимча ахборот белгиси нимани англатади?,"{""Yo'lning tor qismi uzunligini"",""Belgidan yo'lning tor qismigacha bo'lgan masofani"",""Tor qismini aylanib o'tish joyigacha masofani""}","{""Йўлнинг тор қисми узунлигини"",""Белгидан йўлнинг тор қисмигача бўлган масофани"",""Тор қисмини айланиб ўтиш жойигача масофани""}",1,https://ptest.uz/images/f381e1f6-7cc4-4a58-a5b8-7696d7af56b0.webp,Bilet 31-40,300,,,,
Qoidalar transport vositalarining harakatlanishni davom ettirishni qanday hollarda taqiqlaydi?,Қоидалар транспорт воситаларининг ҳаракатланишни давом эттиришни қандай ҳолларда тақиқлайди?,"{""Kuzov (kabina) qismlari va bo'yog'iga tashqi tomondan anchagina shikast yetgan bo'lsa"",""Ulagich moslamasi nosoz bo'lsa (avtopoezd tarkibida)"",""Kuzov (kabina) qismlari va bo'yog'iga tashqi tomondan anchagina shikast yetgan bo'lsa hamda ressoralarning o'zak qatlami yoki markaziy bolti shikastlangan hollarda""}","{""Кузов (кабина) қисмлари ва бўёғига ташқи томондан анчагина шикаст етган бўлса"",""Улагич мосламаси носоз бўлса (автопоезд таркибида)"",""Кузов (кабина) қисмлари ва бўёғига ташқи томондан анчагина шикаст етган бўлса ҳамда рессораларнинг ўзак қатлами ёки марказий болти шикастланган ҳолларда""}",1,https://postimg.cc/Dmfk0bYv,Bilet 31-40,300,,,,
