numeration,question,answers,correct_answer,image_url,time_limit,audio_url,explanation_text
question_1046,Qaysi yo'nalishda harakatlanish taqiqlanadi?,"{""Faqat chapga"",""O'nga, chapga va orqaga qayrilib olishga"",""Chapga va orqaga qayrilib olishga"",""Faqat toriga""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1046.jpg,300,,"YHQ 1 ilova: 4.1.6. ""Harakatlanish o'ngga yoki chapga"". Faqat belgilarda ko'rsatilgan korsatkichlar yo'nalishlarida harakatlanishga ruxsat etiladi. Chapga burilishga ruxsat beruvchi belgilar qayrilib olishga ham ruxsat beradi. (Muayyan kesishmada talab etilgan harakatlanish yo'nalishiga tegishli korsatkichlarning shakli tushirilgan 4.1.1 - 4.1.6 belgilarini qo'llash mumkin). 4.1.1 - 4.1.6 belgilarining ta'siri yo'nalishli transport vositalariga joriy qilinmaydi. 4.1.1 - 4.1.6 yo'l belgilari qatnov qismlarining qaysi kesishmasidan oldin o'rnatilsa, belgining ta'siri shu kesishmaga joriy qilinadi. Yo'lning qismi boshlanishida o'rnatilgan 4.1.1 belgisining ta'siri yaqin chorrahagacha joriy qilinadi. Belgi ong tomonda joylashgan hovlilarga va yo lga yondosh boshga hududlarga burilishni taqiqlamaydi."
question_1047,Yovvoyi hayvonlar belgisini ko'rsating:,"{""1"",""2"",""3"",""4"",""2 va 4""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1047.jpg,300,,"YHQ 1 ilova: 1.25.1. ""Yovvoyi hayvonlar""."
question_1048,Qaysi rasmda piyoda(lar) yolni qoidani buzgan holda kesib o'tmoqda?,"{""Uchinchi va to'rtinchi rasmlarda"",""Ikkinchi va uchinchi rasmlarda"",""Ikkinchi rasmda"",""Uchinchi rasmda"",""Ikkinchi, uchinchi va tortinchi rasmlarda""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1048.jpg,300,,"YHQ 4-bobi 17-bandi: Piyodalar yo'lning qatnov qismini piyodalar o tish joylaridan, shuningdek, yer osti va yer usti o'tish joylaridan, ular bolmaganda esa chorrahalarda trotuar chiziqlari yoki yo'l yoqasi bo'ylab kesib o'tishlari kerak. Piyodalarga ko'rinadigan oraliqda o' tish joyi yoki chorraha bo'lmasa, ajratuvchi mintaqasiz va to'siqsiz yo'llardan yo lning ikki tomoni yaxshi ko'rinadigan joyidan, qatnov qismining chetiga nisbatan to'g'ri burchak ostida kesib o'tish ruxsat"
question_1049,"Quyidagi ta'rif ""transport vositasi harakatini 10 daqiqagacha bolgan muddatga to'xtatish (harakatsiz holatga keltirish)"" qaysi atamaga tegishli?","{""To'xtash"",""Majburiy to'xtash"",""Yol berish"",""To'xtab turish""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ umumiy qoidalar 6-bandi: to xtash - transport vositasi harakatini 10 daqiqagacha bo'lgan muddatga to'xtatish (harakatsiz holatga keltirish);
question_1050,Qaysi avtomobil haydovchisi yol berishi kerak?,"{""Ko'k avtomobil haydovchisi"",""Yashil avtomobil haydovchisi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1050.jpg,300,,"YHQ 1 ilova: 5.38. ""Turar joy dahasi"". Yol harakati qoidalarining turar joy dahalarida harakatlanish tartibi o'rnatilgan yol. YHQ 9-bobi 60-bandi: Transport vositalarining harakatlanish yo nalishlari kesishganda va o'tish navbati Qoidalarda nazarda tutilmagan hollarda, haydovchi o'ng tomondan yaqinlashayotgan transport vositasiga yo'l berishi kerak."
question_1051,Qaysi rasmda piyodalar qatnav qismida qoidani buzmay harakatlanmoqda?,"{""Chapdagi rasmda"",""O'ngdagi rasmda"",""Ikkala rasmda""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1051.jpg,300,,"YHQ 4-bobi 15-bandi: Qatnov qismi chetida harakatlanayotgan piyodalar transport vositalarining harakatlanishiga qarama-qarshi yo'nalishda yurishlari kerak. Nogironlarning dvigatelsiz aravachasida harakatlanayotgan, mototsikl, elektromototsikl, moped, skuter, velosiped va individual harakatlanish vositalarini yetaklab ketayotgan shaxslar esa bunday hollarda transport vositalarining harakatlanish yo'nalishi bo'ylab yurishlari kerak."
question_1052,Bu belgi nimani bildiradi?,"{""Oldinda tirbandlik borligini"",""Navbat bilan o'tishni"",""Tuxtab turish joyiga borishni""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1052.jpg,300,,"YHQ 1 ilova: 7.23. ""Navbat bilan o'tish""."
question_1053,"Agar haydovchi ozi harakatlanayotgan yolning qoplamasini bor - yo'qligini aniqlay olmasa (qorong'i vaqt, loy, qor) va imtiyoz belgilari bo'lmasa ?","{""O'zini asosiy yolda deb hisoblashi kerak"",""O'zini ikkinchi darajali yolda deb hisoblashi kerak"",""Teng ahamyatli yollar kesishgan chorrahada deb hisoblashi kerak""}",1,https://postimg.cc/Dmfk0bYv,300,,"YHQ 16-bobi 108-bandi: Agar haydovchi o'zi harakatlanayotgan yo Ining qoplamasi bor-yo'qligini aniqlay olmasa (qorong'i vaqt, loy, qor va boshqalar) va imtiyoz belgilari bo'lmasa, unda u o'zini ikkinchi darajali yo Ida deb hisoblashi kerak."
question_1054,Qaysi haydovchi belgi talabini buzmay to'xtadi?,"{""Yengil avtomobil"",""Yuk avtomobil"",""Har ikkisi ham buzmadi"",""Har ikkisi buzdi""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1054.jpg,300,,"YHQ 1 ilova: 2.5. ""To'xtamasdan harakatlanish taqiqlangan"". To'xtash chizig'i oldida, agar u bo'lmasa, kesib o'tiladigan qatnov qismining chetida to xtamasdan harakatlanish taqiqlanadi. Haydovchi kesib o'tilayotgan yo ldan, 7.13 qo'shimcha-axborot belgisi bo'lganda esa asosiy yo ldan harakatlanayotgan transport vositalariga yo'l berishi kerak. Bu belgi temir yo'l kesishmasi yoki karantin maskanidan oldin o'rnatilishi mumkin. Bunday hollarda haydovchi to'xtash chizig'i oldida, u bo'lmasa, belgi oldida to'xtashi kerak."
question_1055,Ogohlantiruvchi belgilarni toping,"{""Hammasi"",""1,2,4,5"",""4,5""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1055.jpg,300,,"YHQ 1 ilova: 1.19. ""Ikki tomonlama harakatlanish"". Yo'lning (qatnov qismining) qarama-qarshi harakatlanish qismi boshlanishini bildiradi. YHQ 1 ilova: 1.6. ""Teng ahamiyatli yollar kesishuvi""."
question_1056,Harakatlanish qaysi yonalishga ruxsat etilgan?,"{""Harakatlanish taqiqlanadi"",""Faqat tog'riga"",""Faqat to'g'riga va ơ'ngga"",""Barcha yonalishda ruxsat etiladi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1056.jpg,300,,"YHQ 7-bobi 36-bandi: Tramvaylarning hamda maxsus ajratilgan tasma bo ylab harakatlanayotgan boshqa yo nalishli transport vositalarining harakatlanishini tartibga solish uchun ""T"" harfi ko'rinishida joylashgan tortta doirasimon oq rang ishorali svetoforlar qo'llanilishi mumkin. Yuqoridagi bir yoki bir nechta va pastki ishora bir vaqtning o'zida yonganda, harakatlanishga ruxsat etiladi. Ulardan chapdagisi chapga, ongdagisi o'ngga, o'rtadagisi to'g'riga yurishga ruxsat beradi. Pastdagi ishora o'chirilib, yuqoridagi uchta ishora bir vagtda yonsa, harakatlanish taqiqlanadi."
question_1057,Bu taniqlik belgisi o'rnatiladi:,"{""Vaqtinchalik ta'mirlash ishlari olib borilayotgan yol qismlariga"",""Portlovchi va tez alangalanuvchi yukni tashiyotgan transport vositalariga"",""Haydovchi staji 2 yildan kam bolgan haydovchilar boshqarayotgan mexanik transport vositalariga.""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1057.jpg,300,,"YHQ 29-bobi 176-bandi: ""Haydovchilikni endi boshlagan"" - ""Haydovchilik malakasi yetarli bo'lmagan"" haydovchilik staji 2 yildan kam bolgan haydovchilar boshqarayotgan mexanik transport vositalarining (traktorlar, o'ziyurar mashinalar mototsikl, elektromototsikllar, mopedlar va skuterlardan tashqari) orqasida - ichiga qora rangli 110 millimetr balandlikdagi ""!"" belgisining tasviri tushirilgan, sarig rangli, tomonlari 150 millimetr bolgan kvadrat ko'rinishidagi belgi."
question_1058,Qoidalarda nechta asosiy tushuncha va atamalardan foydalaniladi?,"{""65 ta"",""56 ta"",""76 ta""}",2,https://postimg.cc/Dmfk0bYv,300,,"YHQ umumiy qoidalar 6-bandi: avariya holatini yuzaga keltirish, avtomagistral, avtopoyezd va boshqalar (umumiy 76 ta)."
question_1059,Ushbu vaziyatda qaysi transport vositasining haydovchisi yol berishi kerak?,"{""Oq avtomobil haydovchisi"",""Qizil avtomobil haydovchisi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1059.jpg,300,,"YHQ 9-bobi 60-bandi: Transport vositalarining harakatlanish yo nalishlari kesishganda va o'tish navbati Qoidalarda nazarda tutilmagan hollarda, haydovchi o'ng tomondan yaqinlashayotgan transport vositasiga yo'l berishi kerak"
question_1060,Ushbu vaziyatda kim yo'l berishi kerak?,"{""Mikroavtobus haydovchisi"",""Yengil avtomobil haydovchisi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1060.jpg,300,,"YHQ 9-bobi 60-bandi: Transport vositalarining harakatlanish yo nalishlari kesishganda va o'tish navbati Qoidalarda nazarda tutilmagan hollarda, haydovchi oing tomondan yaqinlashayotgan transport vositasiga yol berishi kerak."
question_1061,Ushbu svetofor tramvayga qaysi yo'nalishda harakatlanishga ruxsat beradi?,"{""Faqat tog'riga"",""Barcha yo nalishlarga"",""Barcha yo'nalishlarda harakatlanish taqiqlanadi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1061.jpg,300,,"YHQ 7-bobi 36-bandi: Tramvaylarning hamda maxsus ajratilgan tasma bo ylab harakatlanayotgan boshqa yo nalishli transport vositalarining harakatlanishini tartibga solish uchun ""T"" harfi ko'rinishida joylashgan tortta doirasimon oq rang ishorali svetoforlar qo llanilishi mumkin. Yuqoridagi bir yoki bir nechta va pastki ishora bir vaqtning o'zida yonganda, harakatlanishga ruxsat etiladi. Ulardan chapdagisi chapga, ongdagisi o'ngga, o'rtadagisi to'g'riga yurishga ruxsat beradi. Pastdagi ishora o'chirilib, yuqoridagi uchta ishora bir vagtda yonsa, harakatlanish taqiqlanadi."
question_1062,Tramvay reelssiz transport vositalariga nisbatan imtiyozga ega bo'lmagan holat:,"{""Depodan chiqishda"",""Depoga kirishda"",""Har ikkisida imtiyozga ega"",""Har ikkisida imtiyozga ega emas""}",0,https://postimg.cc/Dmfk0bYv,300,,YHQ 22-bobi 131-bandi: Tramvay yollari chorrahadan tashqarida qatnov qismini kesib o'tadigan joylarda tramvay relssiz transport vositalariga nisbatan imtiyozga ega boladi (depodan chiqish joylari bundan mustasno).
question_1063,Bunday vaziyatda siz:,"{""Birinchi otish huquuqiga egaman"",""Roparadan kelayotgan avtomobilga yol beraman""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1063.jpg,300,,"YHQ 1 ilova: 2.6. ""Ro' para harakatlanishning ustunligi"". Qarama-qarshi harakatlanishni qiyinlashtiradigan hollarda yo Ining tor qismiga kirish taqiqlanadi. Haydovchi yo Ining tor qismida bolgan yoki ro'paradan unga yagin bolgan transport vositasiga yol berishi kerak."
question_1064,Chorrahadan qaysi yonalishda harakatlanishingizga ruxsat berilgan?,"{""Faqat tog'riga"",""Tog'riga va ongga"",""Faqat ongga""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1064.jpg,300,,"YHQ 1 ilova: 4.1.1. ""Harakatlanish to'g'riga"". Faqat belgilarda korsatilgan ko'rsatkichlar yo'nalishlarida harakatlanishga ruxsat etiladi. Chapga burilishga ruxsat beruvchi belgilar qayrilib olishga ham ruxsat beradi. (Muayyan kesishmada talab etilgan harakatlanish yo nalishiga tegishli ko'rsatkichlarning shakli tushirilgan 4.1.1 - 4.1.6 belgilarini qo'llash mumkin)."
question_1065,Ushbu belgi qanday nomlanadi?,"{""Suniy notekislik"",""Majburiy sekinlanish"",""Baland piyodalar o'tish joyi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1065.jpg,300,,"YHQ 1 ilova: 5.48. ""Baland piyodalar o'tish joyi"". 5.16.1-5.16.2 yo'l belgilari bilan birga qo'llaniladi."
question_1066,Qaysi yotiq yol chizigi avtomobil yollarida 3D ko'rinishidagi piyodalar o'tish joyini bildiradi?,"{""«А»"",""«Б»"",""«В»""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1066.jpg,300,,"YHQ 2 ilova: 1.29.3-avtomobil yollarida ""3D"" ko'rinishdagi piyodalar o'tish joyi."
question_1067,Qaysi yotiq yo'l chizig'i avtomobil yo'llarida 3D ko'rinishidagi baland piyodalar o'tish joyini bilidiradi?,"{""«А»"",""«Б»"",""«В»""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1067.jpg,300,,"YHQ 2 ilova: 1.29.2-sun'ly notekislik (avtomobil yo'llarida ""3D"" ko'rinishdagi BALAND piyodalar o'tish joyini bildiradi);"
question_1068,Qaysi yotiq yol chizig'i baland piyodalar o'tish joyini bildiradi?,"{""«А»"",""«Б»"",""«В»""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1068.jpg,300,,YHQ 2 ilova: 1.29.1-sun'iy notekislik (baland piyodalar o'tish joyini bildiradi);
question_1069,Ko'rsatilgan holatda qayrilib olishga ruxsat etiladimi?,"{""Taqiqlanadi"",""Ruxsat beriladi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1069.jpg,300,,"YHQ 1 ilova: 4.3. ""Aylanma harakatlanish"". Ko'rsatkichlar yonalishlarida harakatlanish ruxsat etiladi."
question_1070,Ushbu kesishmadan ongga burilishga ruxsat beriladimi?,"{""Taqiqlanadi"",""Ruxsat beriladi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1070.jpg,300,,"YHQ 1 ilova: 5.19.1 - 5.19.4. ""Oxiri berk yo'l"". Yo'lning ko'rsatilgan yo nalishda oxiri berkligini bildiradi."
question_1071,Chorrahadan to'g'riga harakatlanmoqchisiz - sizning harakatingiz:,"{""Birinchi o'taman"",""Avtobusga yol beraman""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1071.jpg,300,,"YHQ 1 ilova: 2.1. ""Asosiy yol"". Harakat tartibga solinmagan chorrahalarda oldin o tish huqugini beradi. Belgi asosiy yo'l boshiga va chorrahalarning bevosita oldiga o'rnatiladi. YHQ 16-bobi 104-bandi: Teng ahamiyatga ega bolmagan yollar kesishgan chorrahada ikkinchi darajali yoldan harakatlanayotgan transport vositasining haydovchisi asosiy yoldan yaqinlashayotgan transport vositalariga ularning keyingi harakatlanish yo nalishidan qat'iy nazar, yol berishi kerak."
question_1072,"Siz chorrahadan chapga burilmoqchisiz, kimga yol berishingiz kerak?","{""Mikroavtobusga"",""Traktorga"",""Ikkala transportga"",""Birinchi otish huquqiga egaman""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1072.jpg,300,,"YHQ 16-bobi 106-bandi: Asosiy yo Ining yo'nalishi chorrahada o'zgarganda, asosiy yolda harakatlanayotgan haydovchilar o'zaro teng ahamiyatli yo'llar chorrahasidan o'tish qoidasiga amal gilishlari kerak. Ikkinchi darajali yollarda harakatlanayotgan haydovchilar ham o'zaro shu qoidaga amal qilishlari kerak YHQ 16-bobi 107-bandi: Chapga burilishda yoki qayrilib olishda relssiz transport vositasining haydovchisi teng ahamiyatli yoldan qarama-qarshi yo'nalishdan to'g'riga yoki o'ngga harakatlanayotgan transport vositalariga yol berishi shart. Bu qoidaga tramvay haydovchilari ham o'zaro amal qilishlari kerak."
question_1073,Ushbu joyda quvib o'tishga ruxsat beriladimi?,"{""Ruxsat beriladi"",""Oldindagi transport vositasi tezligi 40km/ s dan kam bo'lsa"",""Taqiqlanadi""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1073.jpg,300,,"YHQ 2 ilova: 1.1 - qarama-qarshi yo'nalishlarda harakatlanayotgan transport oqimlarini ajratadi, yo'lning xavfli joylaridagi harakatlanish bolagi chegarasini va velosipedchilar uchun bo lagining chegarasini bildiradi; yo Ining kirish taqiqlangan qismi chegarasini belgilaydi; transport vositalarining to'xtab turish joyi chegarasini handa avtomagistral gatoriga kiritilmagan yo Ining qatnov gismi chegarasini bildiradi; YHQ 12-bobi 86-bandi: Quib o'tish quyidagi hollarda taqiqlanadi: tartibga solingan chorrahalarda; tartibga solinmaydigan chorrahalarda asosiy hisoblanmaydigan yo llarda harakatlanishda; ko priklarda, yol o' tkazgichlarda, estakadalarda va ularning ostida; piyodalar o'tish joylarida; temir yo'l kesishmalarida va ulargacha 100 metrdan kam masofa qolganda; quib yoki aylanib o tayotgan transport vositalarini; tepalikning oxirida va yolning ko'rinishi cheklangan joylarida; 3.20 va 3.22 yo'l belgilari ta'sir oralig'ida."
question_1074,Qaysi yo'nalish bo'yicha burilish mumkin?,"{""Faqat «A»"",""Faqat «Б»"",""Ikkala sanab otilgan hollarda""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1074.jpg,300,,"chiqish"". YHQ 1 ilova: 5.37. ""Reversiv harakatlanish yo liga YHQ 2 ilova: 1.9 - reversiv harakat tashkil etilgan bo laklarning chegarasini belgilaydi; reversiv harakatlanish amalga oshirilgan yo'llarda (reversiv svetofori o'chirilgan holatda) qarama-qarshi yo nalishdagi transport oqimini ajratadi; YHQ 10-bobi 71-bandi: Reversiv harakatlanishli yo'lga burilishda haydovchi transport vositasini shunday boshqarishi kerakki, bunda transport vositasi qatnov qismlari kesishmasidan chiqishda chetki o'ng qatorni egallashi kerak. Shu yo'nalishdagi boshqa tasmalardan ham harakatlanish ruxsat etilganiga ishonch hosil qilingandan keyingina haydovchiga qayta tizilishga ruxsat etiladi."
question_1075,Ushbu transport vositasi qaysi yonalishda harakatlanishiga ruxsat etiladi?,"{""Faqat chapga"",""To'g'riga va chapga"",""Faqat chapga va qayrilib olishga"",""Barcha yonalishlarga""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1075.jpg,300,,"YHQ 2 ilova: Yo'l belgilarining, shu jumladan, vaqtincha yo'l belgilarining va yotiq yol chiziqlarining ma'nolari bir-biriga zid kelgan hollarda yoki yo'l chiziqlarini yetarlicha farqlab bo'lmasa, haydovchilar yo'l belgilariga amal qilishlari kerak. YHQ 1 ilova: 5.8.1. ""Tasmalar bo'yicha harakat yo'nalishi"". Tasmalar soni va har biri bo'yicha ruxsat etilgan harakatlanish yo'nalishlari. Boshqa yo'nalishlar bo'yicha harakatlanish taqiqlanadi. Yolning chetki chap bo'lagidan chapga burilishga ruxsat beruvchi 5.8.1 va 5.8.2 belgilari shu tasmadan gayrilishga ham ruxsat beradi."
question_1076,Ushbu belgi aholi punktlarida xavfli yo'l qismi boshlanishidan qancha masofa oldin o'rnatiladi?,"{""150-300 m"",""50-100 m"",""Xavfli yo'l qismi oldiga ornatiladi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1076.jpg,300,,"YHQ 1 ilova: 1.1, 1.2, 1.5 - 1.32 ogohlantiruvchi belgilari aholi punktlarida xavfli joydan 50 - 100 metr, aholi punktlaridan tashqarida esa 150 - 300 metr oldin o'rnatiladi. Zaruriyat bo'lganda, bu belgilar 7.1.1 qo'shimcha axborot belgisida ko'rsatilgan boshqa masofada ham o'rnatilishi mumkin."
question_1077,Qaysi belgilarda oyning juft kunlarida to'xtash mumkin,"{""Chapdagi rasmda"",""O'ngdagi rasmda"",""Har ikkisida mumkun""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1077.jpg,300,,"YHQ 1 ilova: 3.29. ""Oyning toq kunlarida to'xtab turish taqiqlangan"" (xizmat vazifasini bajarayotgan xodimga biriktirilgan ko'k yoki qizil yoxud ko'k va gizil rangli yaltiroq mayoqchasi bilan jihozlangan hamda maxsus rangli bo' yoq sxemalar va yozuvlar bilan belgilangan transport vositalari bundan mustasno). YHQ 1 ilova: 3.30. ""Oyning juft kunlarida to'xtab turish taqiqlangan"" (xizmat vazifasini bajarayotgan xodimga biriktirilgan ko'k yoki qizil yoxud ko'k va qizil rangli yaltiroq mayoqchasi bilan jihozlangan hamda maxsus rangli bo'yoq sxemalar va yozuvlar bilan belgilangan transport vositalari bundan mustasno)."
question_1078,Doimiy va vaqtinchalik yol belgilari mano jihatidan bir birini inkor etganda qaysi biriga amal qilasiz?,"{""Doimiy yo'l belgisiga"",""Vaqtinchalik yol belgisiga""}",1,https://postimg.cc/Dmfk0bYv,300,,YHQ 1 ilova: Vaqtincha (ko'chma tirgakdagi) va doimiy belgilar ma'no jihatidan bir-biriga zid kelgan hollarda haydovchilar vaqtincha o'rnatilgan belgilarga amal qilishlari kerak.
question_1079,Moped haydovchisi majbur:,"{""16 yoshga tolgan bolishi"",""Motoshlem kiyishlari va uni qadab olishlari"",""Kunduzgi vaqtda ham yaqinni yorituvchi chiroqlarni yoqib yurishi"",""Barcha sanab o'tilgan javoblar""}",3,https://postimg.cc/Dmfk0bYv,300,,"YHQ 28-bobi 165-bandi: Yo'lda velosiped, individual harakatlanish vositalarini va aravani boshqarish, miniladigan yoki yuk ortiladigan hayvonlarni haydab o'tish 14 yoshdan kichik bo'lmagan, moped va skuterni boshqarish esa 16 yoshdan kichik bo'lmagan shaxslarga ruxsat etiladi. YHQ 2-bobi 9-bandi: Mototsikl, elektromototsikl, moped va skuterda harakatlanayotgan haydovchi hamda yo lovchilar maxsus motoshlem kiyishlari va uni qadab olishlari shart. YHQ 23-bobi 138-bandi: Sutkaning yorug' vaqtida quyidagi hollarda yaqinni yorituvchi fara chiroqlari yoqilishi kerak: mototsikl, elektromototsikl, skuter va mopedlarda."
question_1080,Yo'naltirgichlar bilan ko'rsatilgan qaysi yonalishlarda harakat ruxsat etilgan?,"{""Faqat to'g'riga"",""Faqat o'ngga"",""Faqat chapga"",""Faqat to'g'riga va ongga"",""Barcha yo'nalishlarga""}",4,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1080.jpg,300,,"YHQ 1 ilova: 4.1.4. ""Harakatlanish to'g'riga yoki o'ngga"". Faqat belgilarda ko'rsatilgan ko'rsatkichlar yo nalishlarida harakatlanishga ruxsat etiladi. Chapga burilishga ruxsat beruvchi belgilar qayrilib olishga ham ruxsat beradi. (Muayyan kesishmada talab etilgan harakatlanish yo nalishiga tegishli ko'rsatkichlarning shakli tushirilgan 4.11 - 4.1.6 belgilarini qollash mumkin). 4.1.1 - 4.1.6 belgilarining ta'siri yo nalishli transport vositalariga joriy qilinmaydi. 4.1.1 - 4.1.6 yo'l belgilari qatnov qismlarining qaysi kesishmasidan oldin o'rnatilsa, belgining ta'siri shu kesishmaga joriy qilinadi. Yo'lning qismi boshlanishida o'rnatilgan 4.1.1 belgisining ta'siri yaqin chorrahagacha joriy qilinadi. Belgi ong tomonda joylashgan hovlilarga va yo lga yondosh boshqa hududlarga burilishni taqiqlamaydi."
question_1081,Ushbu vaziyatda avtomobil haydovchisiga qaysi yonalishda harakatlanish taqiqlanadi?,"{""Tog'riga va chapga"",""Chapga va qayrilib olishga"",""Qayrilib olishga"",""Barcha yonalishga""}",2,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1081.jpg,300,,yo'q
question_1082,Ushbu vaziyatda qaysi yonalishda harakatlanishingiz mumkin?,"{""1, 3 va 4 yonalishlarda"",""1, 2 va 3 yonalishlarda"",""1 va 4 yo'nalishlarda"",""Barcha yonalishlarda""}",3,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1082.jpg,300,,"YHQ 1 ilova: 4.1.1. ""Harakatlanish to'g'riga"". Yolning qismi boshlanishida o'rnatilgan 4.1.1 belgisining ta'siri yaqin chorrahagacha joriy qilinadi. Belgi ong tomonda joylashgan hovlilarga va yo lga yondosh boshqa hududlarga burilishni taqiqlamaydi."
question_1083,Ushbu chorrahada chapga burilishga ruxsat etiladimi?,"{""Ruxsat etiladi"",""Taqiqlanadi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1083.jpg,300,,"YHQ 1-ilovasi 4-bo limining birinchi va sakkizinchi xatboshlariga asosan: 4.1.1. «Harakatlanish to'g'riga». 4.1.1 yo'l belgisi qatnov qismining qaysi kesishmasi oldiga o'rnatilsa, shu kesishmaga joriy qilinadi. Yo'lning qismi boshlanishida o'rnatilgan 4.1.1 belgisining ta'siri yaqin chorrahagacha joriy qilinadi. Belgi ong tomonda joylashgan hovlilarga va yo lga yondosh boshga hududlarga burilishni taqiqlamaydi."
question_1084,Harakatlanish vaqtida velosipedchi bilan avtomobil yollari kesishganda kim yol berishi kerak?,"{""Avtomobil"",""Velosipedchilar"",""O'zaro kelishib o'tishadi""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1084.jpg,300,,YHQ 28-bobi 169-bandi: Chorrahadan tashqaridagi tartibga solinmagan velosiped yolkasi bilan yo'l kesishmasida velosiped va individual harakatlanish vositalari yolda harakatlanayotgan boshqa transport vositalariga yol berishlari kerak. Velosiped yo'lkasi va piyodalar yo'lkasi (trotuar) o'zaro kesishgan holatlarda velosiped va individual harakatlanish vositasi piyodaga yol berishi kerak.
question_1085,Qaysi haydovchi to'xtab turish qoidalarini buzmadi?,"{""Mototsikl haydovchisi"",""Trotuarda to'xtab turgan avtomobil haydovchisi"",""Hech kim buzmadi""}",0,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1085.jpg,300,,"YHQ 13-bobi 89-bandi: Transport vositalarini yo'lning qatnov qismida bir qator qilib, qatnov qismi chetiga yol harakatining boshqa ishtirokchilariga xalaqit bermaslik sharti bilan faqat parallel ravishda, kajavasi bo lmagan ikki g'ildirakli transport vositalarini ikki qator qilib qo'yishga ruxsat etiladi. Qatnov qismiga chegaradosh trotuar chetida faqat yengil avtomobillar, mototsikllar, mopedlar va velosipedlarga to'xtab turishga 5.15 yo'l belgisi bilan birga 7.6.2, 7.6.3, 7.6.6 - 7.6.9 qo'shimcha axborot belgilaridan biri o'rnatilgan joylarda ruxsat etiladi."
question_1086,Haydovchi poyezdni otkazib yuborishi uchun togri to xtaganmi?,"{""На"",""Yoq""}",1,https://lgacbbewpuzeyxijzfii.supabase.co/storage/v1/object/public/test-images/question-1086.jpg,300,,"YHQ 18-bobi 119-bandi: Kesishma orqali harakatlanish taqiqlangan hollarda haydovchi to'xtash chizig'i, 2.5 yol belgisi yoki svetofor oldida, ular bolmaganda shlagbaumga kamida 5 metr, shlagbaum bo maganda esa birinchi temir yo'l iziga kamida 10 metr qolganda to'xtashi kerak."
